_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,comments,describe_why_this_is_not_annotatable,not_annotatable,please_explain_the_revisions_write_na_if_not_annotatable,aligned,id,original,revised
3473343696,7/9/2023 13:13:21,6661121737,7/9/2023 13:11:13,False,cf_internal,1.0,46799689,US,Ohio,Columbus,3.145.160.97,,,,"- ""Was"" replaces ""were"" because the noun it pairs with, ""relationship,"" is singular.",Romney 's relationship with the state legislature {were=>was} somewhat fraught .,wiki_test_487,Romney 's relationship with the state legislature were somewhat fraught .,Romney 's relationship with the state legislature was somewhat fraught .
3473343699,7/8/2023 21:17:06,6661079969,7/8/2023 21:14:00,False,cf_internal,1.0,46470857,US,California,Los Angeles,45.21.245.166,,,,"- ""in order"" was removed to eliminate superfluous phrases from the sentence.","Charles Upham , a publisher , had copied 353 pages from the plaintiff 's 12-volume biography of George Washington {in order=>} to produce a separate two-volume work of his own .",wiki_test_572,"Charles Upham , a publisher , had copied 353 pages from the plaintiff 's 12-volume biography of George Washington in order to produce a separate two-volume work of his own .","Charles Upham , a publisher , had copied 353 pages from the plaintiff 's 12-volume biography of George Washington to produce a separate two-volume work of his own ."
3473343701,7/10/2023 06:15:33,6661305363,7/10/2023 06:15:09,False,cf_internal,1.0,46922503,IT,Veneto,Vicenza,93.70.93.159,,,,"- A comma was introduced after the phrase ""to date"" as is standard for prepositional phrases at the beginning of sentences.","To date {=>,} no one has completed a human-powered circumnavigation according to the guidelines set by Guinness World Records .",wiki_test_575,To date no one has completed a human-powered circumnavigation according to the guidelines set by Guinness World Records .,"To date , no one has completed a human-powered circumnavigation according to the guidelines set by Guinness World Records ."
3473343702,7/4/2023 05:37:52,6659627736,7/4/2023 05:37:30,False,cf_internal,1.0,46922503,IT,Veneto,Padova,93.70.101.84,,,,"- ""The"" was capitalized as it is the first word in the sentence.","{the=>The} first 2 levels are Kintetsu Department Store , the 3rd level is for the Osaka Line , and the 4th level is for the Nara Line .",wiki_dev_283,"the first 2 levels are Kintetsu Department Store , the 3rd level is for the Osaka Line , and the 4th level is for the Nara Line .","The first 2 levels are Kintetsu Department Store , the 3rd level is for the Osaka Line , and the 4th level is for the Nara Line ."
3473343703,7/3/2023 14:40:08,6659368673,7/3/2023 14:38:20,False,cf_internal,1.0,46799689,ES,Catalonia,Barcelona,79.153.24.70,,,,"- ""Appears"" was changed to ""appear."" The subject to which the verb refers is plural. In English, the subject-verb agreement rule does not allow plural subjects to pair with verbs that end with '-s.'","The events of Devil May Cry Volume 1 {appears=>appear} to be contradicted by the events in , originally released three years later .",wiki_test_415,"The events of Devil May Cry Volume 1 appears to be contradicted by the events in , originally released three years later .","The events of Devil May Cry Volume 1 appear to be contradicted by the events in , originally released three years later ."
3473343704,7/8/2023 09:27:01,6661039742,7/8/2023 09:07:19,False,cf_internal,1.0,47137882,US,Arizona,Chandler,68.107.140.188,,,,"- The pronoun ""she"" and the auxiliary verb ""was"" were replaced with the auxiliary verb ""being,"" which makes the sentence more fluent and concise.","In February , Peer was prevented from playing at the Dubai Tennis Championships after {she was=>being} denied entry into the United Arab Emirates , a country that does not have diplomatic relations with Israel .",wiki_test_514,"In February , Peer was prevented from playing at the Dubai Tennis Championships after she was denied entry into the United Arab Emirates , a country that does not have diplomatic relations with Israel .","In February , Peer was prevented from playing at the Dubai Tennis Championships after being denied entry into the United Arab Emirates , a country that does not have diplomatic relations with Israel ."
3473343708,7/10/2023 01:01:30,6661180422,7/10/2023 00:53:31,False,cf_internal,1.0,47137882,US,Arizona,Chandler,68.107.140.188,,,,"- The indefinite article ""a""  was inserted because it is needed to modify the noun phrase ""good start."" 
-The preposition ""on"" was deleted because the infinitive form of the verb ""to go"" is usually followed by an object. 
-The comma was removed and a period added because the two independent clauses cannot be combined with just a comma. The period separates the two independent clauses. 
-The second sentence begins with the pronoun ""We"" which was capitalized.
The definite article ""the"" was inserted before ""famous buildings"" because it is referring to specific buildings.","It is {=>a} good start to go {on=>} sightseeing by bus on Monday morning {, we=>. We} can {se=>see} all {=>the} famous buildings in a few hours .",fce_test_652,"It is good start to go on sightseeing by bus on Monday morning , we can se all famous buildings in a few hours .",It is a good start to go sightseeing by bus on Monday morning . We can see all the famous buildings in a few hours .
3473343709,7/7/2023 04:24:56,6660697524,7/7/2023 04:05:39,False,cf_internal,1.0,47137882,US,Arizona,Chandler,68.107.140.188,,,,"- The verb tense was changed from the present tense ""tell"" to the past tense ""told"" because the time frame is in the past. 
- The phrase ""we want that you give us back"" is replaced with the phrase ""we want you to give us back."" The ""that"" is deleted, and ""to"" is added before the verb ""give.""  This is because the verb ""want"" usually takes a noun or pronoun as an object after it (""you"") plus a verb in the to-infinitive form (""to give""). 
-The definite article is replaced with the first person plural possessive pronoun ""our"" to highlight who the money belongs to.","NOBODY {TELL=>TOLD} US ANYTHING ABOUT THE CHANGES , AND WE WANT {THAT=>} YOU {=>TO} GIVE US BACK {THE=>OUR} MONEY .",fce_test_100,"NOBODY TELL US ANYTHING ABOUT THE CHANGES , AND WE WANT THAT YOU GIVE US BACK THE MONEY .","NOBODY TOLD US ANYTHING ABOUT THE CHANGES , AND WE WANT YOU TO GIVE US BACK OUR MONEY ."
3473343711,7/6/2023 16:10:27,6660541001,7/6/2023 16:09:45,False,cf_internal,1.0,47003953,US,New York,Buffalo,174.233.223.25,,,,"-""Ageing"" is replaced with ""aging"" to follow the American English spelling conventions.",The OX-5 Aviation Pioneers is a group of OX-5 enthusiasts and {ageing=>aging} barnstormers .,wiki_test_246,The OX-5 Aviation Pioneers is a group of OX-5 enthusiasts and ageing barnstormers .,The OX-5 Aviation Pioneers is a group of OX-5 enthusiasts and aging barnstormers .
3473343712,7/11/2023 17:14:00,6662102057,7/11/2023 17:09:44,False,cf_internal,1.0,46282460,US,North Carolina,Durham,45.37.101.164,,,,"-There was no verb in the sentence, so ""were written"" was added based on the context.","All titles {=>were written} by Eno , Moebius , and Roedelius .",wiki_test_528,"All titles by Eno , Moebius , and Roedelius .","All titles were written by Eno , Moebius , and Roedelius ."
3473343713,7/6/2023 23:12:46,6660598612,7/6/2023 23:09:24,False,cf_internal,1.0,47003953,US,New York,New York,107.77.226.17,,,,"-The preposition is deleted because no preposition is needed after the preposition, ""despite.""
-The phrase, ""the possibility of,"" is substituted for ""possible"" because of improved fluency and conciseness.
-""Identity"" is replace by ""identification"" because that is the preferred, lexically fluent word used for a card that serves that purpose.
-""The whole prize"" is changed to ""full price"" for better clarity of meaning and improved lexical fluency.","Secondly , despite {of=>} your advertisement of {the possibility of=>possible} discounts , when I showed my student {identity=>identification} card to one of your {employes=>employees ,} she angrily told me that I had to pay {the whole prize=>full price} .",fce_dev_372,"Secondly , despite of your advertisement of the possibility of discounts , when I showed my student identity card to one of your employes she angrily told me that I had to pay the whole prize .","Secondly , despite your advertisement of possible discounts , when I showed my student identification card to one of your employees , she angrily told me that I had to pay full price ."
3473343714,7/3/2023 22:29:33,6659476829,7/3/2023 22:14:40,False,cf_internal,1.0,47137882,US,Arizona,Chandler,68.107.140.188,,,,"- The word ""Prosecution"" has been capitalized in keeping with title/headline styles, where nouns, pronouns, verbs, adjectives, and adverbs are usually capitalized.
-  The period was placed before the closing quotation mark. In American English, commas and periods are placed inside the closing quotation marks.  
- The period after the closing quotation mark was deleted.","That exciting stories always describe people in difficult situations is true of Agatha Christie 's "" Witness for the {prosecution=>Prosecution .} "" {.=>}",fce_dev_376,"That exciting stories always describe people in difficult situations is true of Agatha Christie 's "" Witness for the prosecution "" .","That exciting stories always describe people in difficult situations is true of Agatha Christie 's "" Witness for the Prosecution . """
3473343715,7/6/2023 13:25:33,6660516686,7/6/2023 13:19:20,False,cf_internal,1.0,47003953,US,New York,Buffalo,174.233.223.25,,,,-The noun was pluralized to maintain number agreement.,"For more than 100 {year=>years} , Walther has created major breakthroughs in the development of pistols .",wiki_test_848,"For more than 100 year , Walther has created major breakthroughs in the development of pistols .","For more than 100 years , Walther has created major breakthroughs in the development of pistols ."
3473343716,7/4/2023 00:53:05,6659519520,7/4/2023 00:50:28,False,cf_internal,1.0,46470857,US,California,Los Angeles,45.21.245.166,,,,"- ""Narrator"" is a common noun. It does not need to be capitalized.
- ""Mme"" is an abbreviation. A period may be placed after an abbreviation to indicate something has been shortened.
- The comma was removed in order to avoid separating the subordinate clause from the main clause.","The {Narrator=>narrator} gets fashion advice from {Mme=>Mme.} de Guermantes {,=>} and encounters Charlus and Morel visiting Jupien and her niece , who is being married off to Morel despite his cruelty towards her .",wiki_test_731,"The Narrator gets fashion advice from Mme de Guermantes , and encounters Charlus and Morel visiting Jupien and her niece , who is being married off to Morel despite his cruelty towards her .","The narrator gets fashion advice from Mme. de Guermantes and encounters Charlus and Morel visiting Jupien and her niece , who is being married off to Morel despite his cruelty towards her ."
3473343717,7/5/2023 19:28:33,6660187953,7/5/2023 19:26:28,False,cf_internal,1.0,46470857,US,California,Los Angeles,207.151.52.241,I don't think the last edit was necessary.,,,"- ""your"" was changed to ""their"" to coordinate with the pronoun previously established in the sentence.",Technology nowadays is something everybody has on {your=>their} own {mind=>minds} .,fce_test_359,Technology nowadays is something everybody has on your own mind .,Technology nowadays is something everybody has on their own minds .
3473343718,7/9/2023 17:28:31,6661132133,7/9/2023 17:28:13,False,cf_internal,1.0,46914346,US,Louisiana,New Orleans,108.93.19.1,,,,- A semicolon rather than a comma is used between complete sentences.,"Another solution could be working as a barman {,=>;} the problem is that you go to bed very late , but it 's very exciting because you meet a lot of people and enjoy your night .",fce_dev_677,"Another solution could be working as a barman , the problem is that you go to bed very late , but it 's very exciting because you meet a lot of people and enjoy your night .","Another solution could be working as a barman ; the problem is that you go to bed very late , but it 's very exciting because you meet a lot of people and enjoy your night ."
3473343719,7/1/2023 17:11:11,6659006992,7/1/2023 17:08:59,False,cf_internal,1.0,46914346,US,Connecticut,New London,208.103.64.187,,,,"- ""In"" replaced with ""on."" This is the correct preposition when talking about days.
- ""I"" capitalized. It is considered correct to capitalize this pronoun.
- ""I"" moved before ""can."" In questions, the auxiliary or helping verb must be before the subject.
- ""Travel"" replaced with ""trip"" for fluency. This is the correct word in this context.",{In=>On} what day {i=>} can {=>I} start my {travel=>trip} ?,fce_dev_237,In what day i can start my travel ?,On what day can I start my trip ?
3473343721,7/8/2023 00:05:00,6660987112,7/8/2023 00:03:23,False,cf_internal,1.0,46799689,US,Georgia,Atlanta,46.248.130.164,,,,- A comma was added to separate two independent phrases.,"The concerts are fabulous {=>,} but the problems are the halls .",fce_dev_176,The concerts are fabulous but the problems are the halls .,"The concerts are fabulous , but the problems are the halls ."
3473343722,7/11/2023 12:48:12,6662047894,7/11/2023 12:47:36,False,cf_internal,1.0,46282460,US,North Carolina,Durham,45.37.101.164,,,,"-These stylistic edits move ""anyway"" to after the initial clause so that the sentence flows better.","{Anyway , as=>As} students we do n't have much money to spend on shopping {=>anyway ,} and the good thing is that it wo n't affect your budget at all as the entrance fees are free for students .",fce_dev_562,"Anyway , as students we do n't have much money to spend on shopping and the good thing is that it wo n't affect your budget at all as the entrance fees are free for students .","As students we do n't have much money to spend on shopping anyway , and the good thing is that it wo n't affect your budget at all as the entrance fees are free for students ."
3473343723,7/1/2023 00:25:38,6658884801,7/1/2023 00:20:22,False,cf_internal,1.0,47004074,US,Illinois,Chicago,89.187.180.41,,,,"- ""in"" was added because it is the correction collocation with ""service.""
- the periods in ""9.30"" and ""11.30"" were changed to "":"" to adhere to rules for dates in English.
- ""will be the last one"" was removed and "", and the last one will be"" was added to make the sentence more natural.","The bus will be {=>in} service at {9.30=>9 : 30} PM and {11.30=>11 : 30} PM {then=>, and the last one will be} at the end of the party {will be the last one=>} .",fce_test_267,The bus will be service at 9.30 PM and 11.30 PM then at the end of the party will be the last one .,"The bus will be in service at 9 : 30 PM and 11 : 30 PM , and the last one will be at the end of the party ."
3473343726,7/11/2023 01:54:13,6661811916,7/11/2023 01:50:01,False,cf_internal,1.0,47137882,US,Arizona,Chandler,68.107.140.188,,,,"- The article ""the"" was added when referring to the century ""2100s.""","If yes , wait until {=>the} 2100s !",fce_dev_161,"If yes , wait until 2100s !","If yes , wait until the 2100s !"
3473343728,7/8/2023 15:21:53,6661067259,7/8/2023 15:20:50,False,cf_internal,1.0,46470821,US,North Carolina,Greenville,152.117.96.129,"- the verb afford does not make sense here, so the insertion of ""to"" does not help",,,,"In this domain , you have to afford everyday {=>to} the development of new technology .",fce_test_627,"In this domain , you have to afford everyday the development of new technology .","In this domain , you have to afford everyday to the development of new technology ."
3473343729,7/8/2023 12:02:16,6661058591,7/8/2023 11:59:07,False,cf_internal,1.0,47137882,US,Arizona,Chandler,68.107.140.188,"- The word ""havelis"" was capitalized, but this is an incorrect revision because ""havelis"" isn't a proper noun.",,,"- The word ""havelis"" was capitalized, but this is an incorrect revision because ""havelis"" isn't a proper noun.
-To combine the list of regions, the conjunction ""and"" was added between the last and second-to-last item.","A lot of Jain temples and {havelis=>Havelis} made in the Jaisalmer , Udaipur , {=>and} Jodhpur regions have been built by them .",wiki_dev_4,"A lot of Jain temples and havelis made in the Jaisalmer , Udaipur , Jodhpur regions have been built by them .","A lot of Jain temples and Havelis made in the Jaisalmer , Udaipur , and Jodhpur regions have been built by them ."
3473343730,7/9/2023 15:41:35,6661128111,7/9/2023 15:40:05,False,cf_internal,1.0,46799689,US,California,San Jose,54.176.85.11,,,,"- A comma was inserted after ""child"" to indicate the end of an introductory phrase. Introductory phrases should have a comma placed after it if it includes four or more words.
- ""On weekends"" is the American-English equivalent of ""at the weekend.""","When I was a child {=>,} I used to play daily with my classmates and now I am playing at least {at the weekend=>on weekends} .",fce_dev_566,When I was a child I used to play daily with my classmates and now I am playing at least at the weekend .,"When I was a child , I used to play daily with my classmates and now I am playing at least on weekends ."
3473343732,7/11/2023 18:35:28,6662121811,7/11/2023 18:35:06,False,cf_internal,1.0,46282460,US,North Carolina,Durham,45.37.101.164,,incorrect,not_annotatable,-incorrect,"If the two states are equal in energy , each different configuration is equally {likely=>alike} .",wiki_dev_135,"If the two states are equal in energy , each different configuration is equally likely .","If the two states are equal in energy , each different configuration is equally alike ."
3473343733,7/3/2023 16:05:51,6659392037,7/3/2023 16:04:54,False,cf_internal,1.0,46799689,ES,Catalonia,Barcelona,79.153.24.70,,Edit changes the meaning of the phrase.,not_annotatable,,"According to an NME interview , this may have been one of the last times he performed as Fatboy Slim , as he {may=>will} now focus on his new album , Brighton Port Authority ( The BPA ) .",wiki_dev_442,"According to an NME interview , this may have been one of the last times he performed as Fatboy Slim , as he may now focus on his new album , Brighton Port Authority ( The BPA ) .","According to an NME interview , this may have been one of the last times he performed as Fatboy Slim , as he will now focus on his new album , Brighton Port Authority ( The BPA ) ."
3473343736,7/8/2023 13:22:58,6661063390,7/8/2023 13:10:43,False,cf_internal,1.0,46470821,US,North Carolina,Greenville,152.117.96.129,,,,"- The conjunction ""and"" was removed from the beginning of the sentence as it is not needed to introduce a new independent clause.
- The auxiliary verb ""was"" has been added where it was missing before ""really disappointed."" ""Disappointed"" is a predicate adjective in this context, so a verb is needed to match the subject ""I,"" show tense, and finish the verb phrase.
- The word ""from"" was replaced with ""by,"" which gives the sense that the actor's performance caused the disappointment, but did not send it somehow; the reaction was due to it, but not intentional on part of the actor. The preposition ""from"" does not match ""disappointed"" in English.
- The word ""different"" was replaced with ""other"" because ""different"" would more likely refer to a set of actors while ""other"" reflects the idea that this actor in question contrasts to another in context.",{And=>} I {=>was} really disappointed {from=>by} the {different=>other} actor 's performance .,fce_test_649,And I really disappointed from the different actor 's performance .,I was really disappointed by the other actor 's performance .
3473343737,6/28/2023 19:05:40,6658130652,6/28/2023 18:53:06,False,cf_internal,1.0,46914346,US,Connecticut,New London,208.103.64.187,,,,"- ""For"" replaced with ""on."" ""On"" is the appropriate preposition to use with ""spend money"" when not saying how much was spent.
- Commas added around ""and a few hours later."" Commas are necessary around this sort of phrase that connects clauses.
- ""The"" added before ""nightclub""
- Hyphenated ""night-club"" replaced by more correct single word ""nightclub.""","Maybe you will spend all your money {for=>on} a new thing {=>,} and a few hours later {=>,} your best friend will invite you to go to {night-club=>the nightclub ,} but you are short of money .",fce_test_727,Maybe you will spend all your money for a new thing and a few hours later your best friend will invite you to go to night-club but you are short of money .,"Maybe you will spend all your money on a new thing , and a few hours later , your best friend will invite you to go to the nightclub , but you are short of money ."
3473343738,7/6/2023 12:29:24,6660502121,7/6/2023 12:27:06,False,cf_internal,1.0,47003953,US,New York,Buffalo,174.233.223.25,,,,"-The preposition is changed to ""on"" because that is the correct preposition to use when discussing a specific date that something is happening.","This movie will be released {in=>on} November 22 , 2006 .",wiki_test_494,"This movie will be released in November 22 , 2006 .","This movie will be released on November 22 , 2006 ."
3473343740,7/7/2023 12:27:18,6660879281,7/7/2023 12:17:09,False,cf_internal,1.0,47137882,US,Arizona,Chandler,68.107.140.188,,,,"- The present progressive form of the verb ""playing"" was replaced with the to-infinitive form ""to play"" because the verb ""want"" comes before it. ""want"" is usually followed by a verb in the to-infinitive form (""to play"").
-The verb ""swimming"" is replaced with the verb ""swim"" because it is part of a parallel construction, so it must follow the same grammatical structure, ""want to play"" and ""want to swim.""",I want {playing=>to play} tennis and {swimming=>swim} .,fce_test_386,I want playing tennis and swimming .,I want to play tennis and swim .
3473343741,7/7/2023 16:54:38,6660942061,7/7/2023 16:53:56,False,cf_internal,1.0,47003953,US,New York,Buffalo,174.233.216.181,,,,"-The determiner, ""a,"" was inserted because the singular noun required a determiner.",They set up {=>a} Vietnamese flag and deployed four fighting groups to defend the reef .,wiki_dev_493,They set up Vietnamese flag and deployed four fighting groups to defend the reef .,They set up a Vietnamese flag and deployed four fighting groups to defend the reef .
3473343744,7/4/2023 06:28:25,6659651581,7/4/2023 06:25:45,False,cf_internal,1.0,46922503,IT,Veneto,Padova,93.70.101.84,,,,"- ""Is"" is replaced with ""It's"" to fix the spelling error and make the sentence complete.
- The comma is inserted after ""Yellowjacket"" to complete the offset phrase that was started with the first comma.
- ""Be"" is changed to ""have"" as the usage of ""be"" with ""survived"" because the perfect tense requires ""have.""","{Is=>It's} possible that she , with Swordsman and Yellowjacket {=>,} could {be=>have} survived too , but is not clear .",wiki_test_242,"Is possible that she , with Swordsman and Yellowjacket could be survived too , but is not clear .","It's possible that she , with Swordsman and Yellowjacket , could have survived too , but is not clear ."
3473343745,7/2/2023 19:07:26,6659118120,7/2/2023 19:04:22,False,cf_internal,1.0,46470821,US,North Carolina,Greenville,152.117.96.129,"- the first edit, a period, could have been a colon",,,"- A space was added where it was missing after the introductory title, ""Personal Collection.""
- A comma was added before ""taken"" to separate the first independent clause from the following clarifications about the subject of the sentence. 
- A comma was added after ""Florida."" When listing full locations and dates, commas are required to separate pieces of information for clarity.
- The name of the month ""April"" was capitalized.","Personal {Collection.This=>Collection. This} is probably N1334U {=>,} taken at Orlando , Florida {=>,} in {april=>April} 1973 .",wiki_dev_238,"Personal Collection.This is probably N1334U taken at Orlando , Florida in april 1973 .","Personal Collection. This is probably N1334U , taken at Orlando , Florida , in April 1973 ."
3473343746,7/4/2023 09:58:15,6659724658,7/4/2023 09:57:52,False,cf_internal,1.0,46922503,IT,Veneto,Padova,93.70.101.84,,,,,"He was born in Brunswick Square , London in 1821 , his father Jonathan Dawson {=>,} being Principal of the Baptist Seminary .",wiki_dev_500,"He was born in Brunswick Square , London in 1821 , his father Jonathan Dawson being Principal of the Baptist Seminary .","He was born in Brunswick Square , London in 1821 , his father Jonathan Dawson , being Principal of the Baptist Seminary ."
3473343748,6/29/2023 07:47:21,6658352664,6/29/2023 07:45:05,False,cf_internal,1.0,46799689,FR,le-de-France,Paris,78.192.120.36,,,,"-  A comma was introduced after 'dissidents' because commas must separate every time in a list in American English.
- ""Gain"" was written in its past tense form because the event already occurred.
- ""It's"" was changed to ""its"" to indicate possession as opposed to the contraction ""it is.""","The "" Tatmadaw "" has been engaged in bitter battle with ethnic insurgents , political dissidents {=>,} and narco-armies since the country {gain it 's independance=>gained its independence} from Great Britain .",wiki_dev_535,"The "" Tatmadaw "" has been engaged in bitter battle with ethnic insurgents , political dissidents and narco-armies since the country gain it 's independance from Great Britain .","The "" Tatmadaw "" has been engaged in bitter battle with ethnic insurgents , political dissidents , and narco-armies since the country gained its independence from Great Britain ."
3473343749,7/4/2023 19:48:45,6659844796,7/4/2023 19:39:26,False,cf_internal,1.0,46470857,US,California,Los Angeles,45.21.245.166,,,,"- A comma was added because ""and"" is separating two independent clauses.
- ""High School"" is used as a common noun. Common nouns do not need to be capitalized.
- ""Welder"" is used as a common noun. Common nouns do not need to be capitalized.","He moved to Budapest {=>,} and since Jewish students were banned from the Universities in Hungary , he took engineering courses in {High School=>high school} and worked as a {Welder=>welder} 's assistant while rooming with an uncle .",wiki_test_724,"He moved to Budapest and since Jewish students were banned from the Universities in Hungary , he took engineering courses in High School and worked as a Welder 's assistant while rooming with an uncle .","He moved to Budapest , and since Jewish students were banned from the Universities in Hungary , he took engineering courses in high school and worked as a welder 's assistant while rooming with an uncle ."
3473343750,7/11/2023 16:29:14,6662093631,7/11/2023 16:27:11,False,cf_internal,1.0,46282460,US,North Carolina,Durham,45.37.101.164,,,,"-""Came from"" works better here because a 19-year-old can't be a concept.
-Because this is the end of the sentence, there should be a period.
-This is a stylistic edit that keeps the negative framing consistent.
-This is an incorrect edit.
-This is also an incorrect edit.","The concept of TMB {is=>came from} a 19-year-old journalism student ( in 1997 ) {=>.} She states that she does not like children {or ever intend=>and never intends} to have any {,=>;} opines that society places an irrational emphasis on children and parenthood {,=>; and} criticizes Megan ' s Law for de-emphasizing parental responsibility .",wiki_dev_682,"The concept of TMB is a 19-year-old journalism student ( in 1997 ) She states that she does not like children or ever intend to have any , opines that society places an irrational emphasis on children and parenthood , criticizes Megan ' s Law for de-emphasizing parental responsibility .",The concept of TMB came from a 19-year-old journalism student ( in 1997 ) . She states that she does not like children and never intends to have any ; opines that society places an irrational emphasis on children and parenthood ; and criticizes Megan ' s Law for de-emphasizing parental responsibility .
3473343752,7/11/2023 19:23:53,6662155105,7/11/2023 19:23:04,False,cf_internal,1.0,46282460,US,North Carolina,Durham,45.37.101.164,,,,"-Because the following word begins with a non-vowel sound, the correct form of the article to use is ""a.""","Monday to Saturday daytimes , there is {an=>a} half-hourly service to southbound Cardiff Central and onwards to Radyr on the City Line and to Coryton northbound .",wiki_test_484,"Monday to Saturday daytimes , there is an half-hourly service to southbound Cardiff Central and onwards to Radyr on the City Line and to Coryton northbound .","Monday to Saturday daytimes , there is a half-hourly service to southbound Cardiff Central and onwards to Radyr on the City Line and to Coryton northbound ."
3473343754,7/3/2023 16:47:16,6659403340,7/3/2023 16:46:26,False,cf_internal,1.0,46282460,US,North Carolina,Durham,45.37.101.164,,,,-This edit corrects the spelling to 'efficiency.',Increased {efficieny=>efficiency} and lower environmental damage .,wiki_test_354,Increased efficieny and lower environmental damage .,Increased efficiency and lower environmental damage .
