id,original,revised,aligned,in_context_id_1,in_context_original_1,in_context_revised_1,in_context_aligned_1,in_context_explanation_1,in_context_id_2,in_context_original_2,in_context_revised_2,in_context_aligned_2,in_context_explanation_2,in_context_id_3,in_context_original_3,in_context_revised_3,in_context_aligned_3,in_context_explanation_3
fce_test_591,I hope I 'll be able to travel on July . Due to the fact that my children have summer holiday from July .,"I hope I 'll be able to travel in July . I prefer to stay in a log cabin . Due to the fact that my children have summer vacation in July , I 'm going to travel with 2 children and my dog .","I hope I 'll be able to travel {on=>in} July {=>. I prefer to stay in a log cabin} . Due to the fact that my children have summer {holiday from=>vacation in} July {=>, I 'm going to travel with 2 children and my dog} .",fce_test_401,I realised that it was different actor playing instead of Danny brook .,I realized that it was a different actor playing instead .,I {realised=>realized} that it was {=>a} different actor playing instead {of Danny brook=>} .,"<explanation-1>""Realised"" was changed to the American English spelling ""realized.""</explanation-1>
<explanation-2>""A"" was inserted as ""a different"" is a common collocate.</explanation-2>",wiki_dev_557,"The plot involves two men who shoot each other at a laundromat , a runaway teenage girl , an abandoned hogan , an aluminum trailor , and a car theft ring .","The plot involves two men who shoot each other at a laundromat , a runaway teenage girl , an abandoned hogan , an aluminum trailer , and a car theft ring .","The plot involves two men who shoot each other at a laundromat , a runaway teenage girl , an abandoned hogan , an aluminum {trailor=>trailer} , and a car theft ring .","<explanation-1>The misspelling ""trailor"" was corrected to ""trailer.""</explanation-1>",fce_test_775,"To sum up , it is a big school where you have a lot of interesting lessons and some optionaly activities to do in your free time .","To sum up , it is a big school where you have a lot of interesting classes and some optional activities to do in your free time .","To sum up , it is a big school where you have a lot of interesting {lessons=>classes} and some {optionaly=>optional} activities to do in your free time .","<explanation-1>This word fits a bit better in this context.</explanation-1>
<explanation-2>'Optional' is the correct word here.</explanation-2>"
wiki_test_714,"The msuic video for "" Spit It Out "" is a parody of the movie The Shining .","The music video for "" Spit It Out "" is a parody of the movie "" The Shining. ""","The {msuic=>music} video for "" Spit It Out "" is a parody of the movie {=>""} The {Shining .=>Shining. ""}",wiki_dev_557,"The plot involves two men who shoot each other at a laundromat , a runaway teenage girl , an abandoned hogan , an aluminum trailor , and a car theft ring .","The plot involves two men who shoot each other at a laundromat , a runaway teenage girl , an abandoned hogan , an aluminum trailer , and a car theft ring .","The plot involves two men who shoot each other at a laundromat , a runaway teenage girl , an abandoned hogan , an aluminum {trailor=>trailer} , and a car theft ring .","<explanation-1>The misspelling ""trailor"" was corrected to ""trailer.""</explanation-1>",wiki_test_558,"With modern overdamped , stiffly spring , suspensions this is less likely to be effective .","With modern , overdamped , stiffly sprung suspensions , this is less likely to be effective .","With modern {=>,} overdamped , stiffly {spring=>sprung suspensions} , {suspensions=>} this is less likely to be effective .","<explanation-1>A comma was added to follow grammar rules for lists in English.</explanation-1>
<explanation-2>""sprung suspensions"" corrects ""spring"" because of ""stiffly,"" and ""suspensions"" was deleted because it was replaced.</explanation-2>",fce_test_314,"I would like to stress that very often famous people become reserved , bad-tempered and angry with the world for interfering into their lives .","I would like to stress that very often famous people become reserved , bad-tempered , and angry with the world for interfering in their lives .","I would like to stress that very often famous people become reserved , bad-tempered {=>,} and angry with the world for interfering {into=>in} their lives .","<explanation-1>A comma was added to a list to adhere to certain grammar or style guide rules.</explanation-1>
<explanation-2>""into"" is not the correct preposition so it was changed to ""in.""</explanation-2>"
wiki_test_221,"Serpo warns him to let the immune off first , then has him shot .",Serpo warns him to let the immune off first and then has him shot .,"Serpo warns him to let the immune off first {,=>and} then has him shot .",fce_test_280,I must sign off as I want to catch the post .,"I must sign off , as I want to catch the mail .","I must sign off {=>,} as I want to catch the {post=>mail} .","<explanation-1>A comma was added before a relative clause.</explanation-1>
<explanation-2>""post"" was changed to ""mail,"" which is the American English spelling.</explanation-2>",wiki_dev_753,"One piece of music in the anime nicknamed "" Dark Chi 's Theme "" by fans ( cause it appear in "" Freya mode "" ) , it does not appear on any "" Chobits "" soundtrack .","One piece of music in the anime nicknamed "" Dark Chi 's Theme "" by fans ( because it appears in "" Freya Mode "" ) does not appear on any "" Chobits "" soundtrack .","One piece of music in the anime nicknamed "" Dark Chi 's Theme "" by fans ( {cause=>because} it {appear=>appears} in "" Freya {mode=>Mode} "" ) {, it=>} does not appear on any "" Chobits "" soundtrack .","<explanation-1>The shorted ""clause"" was replaced with the complete ""because"" to improve formality.</explanation-1>
<explanation-2>""Appear"" was changed to ""appears"" to match the third person required by the subject ""one piece of music.""</explanation-2>
<explanation-3>""Mode"" was capitalized because it is in a title.</explanation-3>",fce_test_746,The restaurant should open until the show finish .,The restaurant should be open until the show is finished .,The restaurant should {=>be} open until the show {finish=>is finished} .,"<explanation-1>This edit inserts 'be' because the restaurant will be in the state of being open for that duration.</explanation-1>
<explanation-2>'Finish' here needs to be corrected to either 'is finished' or 'finishes' to be grammatical.</explanation-2>"
wiki_test_862,"Angered by the defeat of his bill , Murray proosed legislation that would strike back at citizens who openly criticized his bill .","Angered by the defeat of his bill , Murray proposed legislation that would strike back at citizens who openly criticized his bill .","Angered by the defeat of his bill , Murray {proosed=>proposed} legislation that would strike back at citizens who openly criticized his bill .",wiki_dev_683,"The first attempt at execution failed : Kemmler was electrocuted for 17 seconds , but remained alive .",The first attempt at execution failed : Kemmler was electrocuted for 17 seconds but remained alive .,"The first attempt at execution failed : Kemmler was electrocuted for 17 seconds {,=>} but remained alive .",<explanation-1>The comma isn't necessary here because what follows is a dependent clause.</explanation-1>,fce_test_806,When the show started the person who was acting it was not Danny Brook and he seemed not to be an actor .,When the show started the person who was acting was not Danny Brook and he seemed not to be an actor .,When the show started the person who was acting {it=>} was not Danny Brook and he seemed not to be an actor .,"<explanation-1>""it"" was removed because unless ""it"" was preceded by ""in,"" it is ungrammatical.</explanation-1>",wiki_dev_458,Two other early writers relevant on dependency theory were François Perroux and Kurt Rothschild .,Two other early relevant writers on dependency theory were François Perroux and Kurt Rothschild .,Two other early {=>relevant} writers {relevant=>} on dependency theory were François Perroux and Kurt Rothschild .,<explanation-1>'Relevant' is moved to apply to the noun because this construction is more common and natural sounding in American English.</explanation-1>
fce_test_595,"I know , they are not like us .",I know that they are not like us .,"I know {,=>that} they are not like us .",wiki_dev_557,"The plot involves two men who shoot each other at a laundromat , a runaway teenage girl , an abandoned hogan , an aluminum trailor , and a car theft ring .","The plot involves two men who shoot each other at a laundromat , a runaway teenage girl , an abandoned hogan , an aluminum trailer , and a car theft ring .","The plot involves two men who shoot each other at a laundromat , a runaway teenage girl , an abandoned hogan , an aluminum {trailor=>trailer} , and a car theft ring .","<explanation-1>The misspelling ""trailor"" was corrected to ""trailer.""</explanation-1>",wiki_dev_735,"Single-Player mode is rated by Pegi international as a 13 + game , whilst the multiplayer mode is unrated .","Single-player mode is rated by Pegi international as a 13 + game , while the multiplayer mode is unrated .","{Single-Player=>Single-player} mode is rated by Pegi international as a 13 + game , {whilst=>while} the multiplayer mode is unrated .","<explanation-1>Changing ""Single-Player"" to ""Single-player"" aligns with American English capitalization rules.</explanation-1>
<explanation-2>""while"" is the American English spelling.</explanation-2>",wiki_dev_469,The centre stands 15 metres above the ground and its sole support comes from the structure around its two lift shafts - it is approximately the same height as the Pavilion directly opposite it on the other side of the ground .,"The center stands 15 meters above the ground, and its sole support comes from the structure around its two lift shafts - it is approximately the same height as the Pavilion directly opposite it on the other side of the ground .","The {centre=>center} stands 15 {metres=>meters} above the {ground=>ground,} and its sole support comes from the structure around its two lift shafts - it is approximately the same height as the Pavilion directly opposite it on the other side of the ground .","<explanation-1>This edit changes the spelling to the American English spelling.</explanation-1>
<explanation-2>This edit changes the spelling to the American English spelling.</explanation-2>
<explanation-3>This edit adds a needed comma because the two independent clauses are joined with a coordinating conjunction.</explanation-3>"
fce_test_567,The group having the party thought this was a serious attack and started throwing back stones and shooting every one wit BB guns .,The group having the party thought this was a serious attack and started throwing back stones and shooting everyone with BB guns .,The group having the party thought this was a serious attack and started throwing back stones and shooting {every one wit=>everyone with} BB guns .,fce_test_29,So she asked me to fill her position .,"So , she asked me to fill her position .","So {=>,} she asked me to fill her position .","<explanation-1>A comma can be added after ""so"" depending on the style guide being followed.</explanation-1>",fce_test_630,First of all I recommend you to go on the 8 a.m. boat .,"First of all , I recommend you go on the 8 a.m. boat .","First of all {=>,} I recommend you {to=>} go on the 8 a.m. boat .","<explanation-1>A comma was added to adhere to English grammar rules.</explanation-1>
<explanation-2>""to"" was deleted because it is not needed before the verb ""go.""</explanation-2>",fce_test_677,"We know what you have done and your dog will be sold "" .","We know what you have done and your dog will be sold . ""","We know what you have done and your dog will be sold {=>.} "" {.=>}",<explanation-1>The period was moved inside the quotes to adhere to certain style guides.</explanation-1>
fce_test_77,"Even though I was just telling my friend what the next composition of colours was , I consider myself being very successful .","Even though I was just telling my friend what the next composition of colors was , I consider myself to have been very successful .","Even though I was just telling my friend what the next composition of {colours=>colors} was , I consider myself {being=>to have been} very successful .",wiki_dev_683,"The first attempt at execution failed : Kemmler was electrocuted for 17 seconds , but remained alive .",The first attempt at execution failed : Kemmler was electrocuted for 17 seconds but remained alive .,"The first attempt at execution failed : Kemmler was electrocuted for 17 seconds {,=>} but remained alive .",<explanation-1>The comma isn't necessary here because what follows is a dependent clause.</explanation-1>,wiki_dev_340,"For $ 500 per week he would draw twenty-five sketches in fifteen minutes before live audiences , with a pit band playing a piece called "" Dream of the Rarebit Fiend "" in the background .","For $ 500 per week , he would draw twenty-five sketches in fifteen minutes before live audiences , with a pit band playing a piece called "" Dream of the Rarebit Fiend "" in the background .","For $ 500 per week {=>,} he would draw twenty-five sketches in fifteen minutes before live audiences , with a pit band playing a piece called "" Dream of the Rarebit Fiend "" in the background .",<explanation-1>A comma was added after the introductory phrase.</explanation-1>,fce_test_669,"I think , it was very cleaver of me to record that moment wich I will never ever forget , and that was the think that I more liked of that experience .","I think it was very clever of me to record that moment , which I will never , ever forget , and that was the thing I liked the most out of that experience .","I think {,=>} it was very {cleaver=>clever} of me to record that moment {wich=>, which} I will never {=>,} ever forget , and that was the {think that=>thing} I {more=>} liked {=>the most out} of that experience .","<explanation-1>A comma splice was removed.</explanation-1>
<explanation-2>The noun 'cleaver' (which is a tool for cutting meat) was replaced with the adjective 'clever' (which means crafty or smart).</explanation-2>
<explanation-3>The spelling of 'which' was corrected and a comma was inserted because it is introducing a nonrestrictive clause.</explanation-3>
<explanation-4>A comma splice was removed.</explanation-4>
<explanation-5>'Thing' is the correct word choice here instead of 'think.'</explanation-5>
<explanation-6>The superlative 'most' better fits the intended meaning, and it should follow 'liked' instead of precede it.</explanation-6>"
wiki_dev_598,As destitute woman arrives Tanja in Düsseldorf and begins to work for the Anstetten family .,"As a destitute woman, Tanja arrives in Düsseldorf and begins to work for the Anstetten family .","As {=>a} destitute {woman=>woman, Tanja} arrives {Tanja=>} in Düsseldorf and begins to work for the Anstetten family .",fce_test_62,"The performances were great , but some halls were too small to accomodate so many people there were that day .","The performances were great , but some halls were too small to accommodate as many people as there were that day .","The performances were great , but some halls were too small to {accomodate so=>accommodate as} many people {=>as} there were that day .","<explanation-1>""Accomadate so"" was changed to ""accomdate as ... as"" because the previous phrase is incomplete.</explanation-1>",wiki_dev_683,"The first attempt at execution failed : Kemmler was electrocuted for 17 seconds , but remained alive .",The first attempt at execution failed : Kemmler was electrocuted for 17 seconds but remained alive .,"The first attempt at execution failed : Kemmler was electrocuted for 17 seconds {,=>} but remained alive .",<explanation-1>The comma isn't necessary here because what follows is a dependent clause.</explanation-1>,wiki_test_146,"In addition to his judgeship , between 1896 and 1900 Taft also served as the first dean and a orofessor of Constitutional Law at the University of Cincinnati .","In addition to his judgeship , between 1896 and 1900 , Taft also served as the first dean and a professor of Constitutional Law at the University of Cincinnati .","In addition to his judgeship , between 1896 and 1900 {=>,} Taft also served as the first dean and a {orofessor=>professor} of Constitutional Law at the University of Cincinnati .","<explanation-1>The comma is needed here because this is a nonrestrictive clause.</explanation-1>
<explanation-2>This edit corrects the spelling of 'professor.'</explanation-2>"
wiki_dev_462,"They return fire and Chief is impaled with a spear , who then tries to kill Willard by pulling him onto it , but eventually succumbs to the wound .","They return fire and Chief is impaled with a spear ; he then tries to kill Willard by pulling him onto it , but eventually succumbs to the wound .","They return fire and Chief is impaled with a spear {, who=>; he} then tries to kill Willard by pulling him onto it , but eventually succumbs to the wound .",fce_test_289,"From the begining of the century to now , modern technology has changed and has made our daily life easier .","From the beginning of the century to now , modern technology has changed and made our daily lives easier .","From the {begining=>beginning} of the century to now , modern technology has changed and {has=>} made our daily {life=>lives} easier .","<explanation-1>A spelling error was corrected.</explanation-1>
<explanation-2>""has"" was removed because it is redundant.</explanation-2>
<explanation-3>""life"" was pluralized of the pronoun ""our.""</explanation-3>",fce_test_62,"The performances were great , but some halls were too small to accomodate so many people there were that day .","The performances were great , but some halls were too small to accommodate as many people as there were that day .","The performances were great , but some halls were too small to {accomodate so=>accommodate as} many people {=>as} there were that day .","<explanation-1>""Accomadate so"" was changed to ""accomdate as ... as"" because the previous phrase is incomplete.</explanation-1>",fce_dev_31,I am very indignatged because I wasted my time and it was a horrible evening so I would like you return my money and take notes of all these problems .,"I am very indignant because I wasted my time and it was a horrible evening , so I would like you to return my money and take notes of all these problems .","I am very {indignatged=>indignant} because I wasted my time and it was a horrible evening {=>,} so I would like you {=>to} return my money and take notes of all these problems .","<explanation-1>The misspelling ""idignatged"" was changed to ""indignant.""</explanation-1>
<explanation-2>A comma was inserted before the so-clause as it is a complete and independent clause.</explanation-2>
<explanation-3>""To"" is required before the infinitive after the phrase ""I would like...""</explanation-3>"
fce_dev_643,They had water bombs and water pistols at the ready .,They had water bombs and water pistols ready .,They had water bombs and water pistols {at the=>} ready .,fce_dev_624,My wife an I spent a couple of days in London two weeks ago .,My wife and I spent a couple of days in London two weeks ago .,My wife {an=>and} I spent a couple of days in London two weeks ago .,"<explanation-1>The misspelling ""an"" was corrected to ""and.""</explanation-1>",wiki_dev_557,"The plot involves two men who shoot each other at a laundromat , a runaway teenage girl , an abandoned hogan , an aluminum trailor , and a car theft ring .","The plot involves two men who shoot each other at a laundromat , a runaway teenage girl , an abandoned hogan , an aluminum trailer , and a car theft ring .","The plot involves two men who shoot each other at a laundromat , a runaway teenage girl , an abandoned hogan , an aluminum {trailor=>trailer} , and a car theft ring .","<explanation-1>The misspelling ""trailor"" was corrected to ""trailer.""</explanation-1>",fce_test_52,"Yesterday as I was arriving home I saw him in your yard Mack , he looked very satisfied , Curly was laying on the grass and ... ""","Yesterday , as I was arriving home , I saw him in your yard , Mack . He looked very satisfied , Curly was laying on the grass , and ... ""","Yesterday {=>,} as I was arriving home {=>,} I saw him in your yard {=>,} Mack {, he=>. He} looked very satisfied , Curly was laying on the grass {=>,} and ... ""","<explanation-1>This comma is necessary because the preceding is an introductory phrase.</explanation-1>
<explanation-2>This comma is necessary because the preceding is a nonrestrictive clause.</explanation-2>
<explanation-3>This comma is necessary because what follows is direct address.</explanation-3>
<explanation-4>This comma is replaced with a period (and the capitalization fixed) because there are two independent clauses without coordinating conjunction. Alternative solutions include replacing the comma with a semicolon or adding 'and' after the comma.</explanation-4>
<explanation-5>This comma is added assuming what would follow the and is an independent clause, which may not be the case.</explanation-5>"
fce_dev_354,"Unfortunately , Pat was n't very good at keeping secrets , so Maria was very disappointed when she realised that Manuel knew the truth about the feelings that Maria had for him , in fact , she was so angry she almost kill but , she could n't because Pat was her best friend .","Unfortunately , Pat was n't very good at keeping secrets , so Maria was very disappointed when she realized that Manuel knew the truth about the feelings that Maria had for him ; in fact , she was so angry she almost killed Pat , but she could n't because Pat was her best friend .","Unfortunately , Pat was n't very good at keeping secrets , so Maria was very disappointed when she {realised=>realized} that Manuel knew the truth about the feelings that Maria had for him {,=>;} in fact , she was so angry she almost {kill=>killed Pat ,} but {,=>} she could n't because Pat was her best friend .",wiki_test_544,Emma Frost will appear in the upcoming 2009 film X-Men Origins : Wolverine in which he will be played by Tahyna Tozzi .,"Emma Frost will appear in the upcoming 2009 film , ""X-Men Origins : Wolverine ,"" in which she will be played by Tahyna Tozzi .","Emma Frost will appear in the upcoming 2009 film {X-Men=>, ""X-Men} Origins : Wolverine {=>,""} in which {he=>she} will be played by Tahyna Tozzi .","<explanation-1>This edit sets off the nonrestrictive clause in commas and puts the film title in quotation marks.</explanation-1>
<explanation-2>This edit corrects the gender agreement for the pronoun.</explanation-2>",fce_dev_507,"Firstly , I would like to thank you for the programme that you provided .","First , I would like to thank you for the program that you provided .","{Firstly=>First} , I would like to thank you for the {programme=>program} that you provided .","<explanation-1>Both ""firstly"" and ""first"" work but the latter is more concise and is often used to introduce lists.</explanation-1>
<explanation-2>The British spelling was changed to the American spelling ""program.""</explanation-2>",wiki_dev_586,"After nearly ten years of production , the founder Dean B. Zelinsky decided that he no longer wanted to manufacture guitars and sold the company .","After nearly ten years of production , the founder , Dean B. Zelinsky , decided that he no longer wanted to manufacture guitars and sold the company .","After nearly ten years of production , the founder {=>,} Dean B. Zelinsky {=>,} decided that he no longer wanted to manufacture guitars and sold the company .","<explanation-1>Commas were added around the noun phrase ""Dean B. Zelinsky"" because it provides more information about the noun phrase ""the founder.""</explanation-1>"
wiki_dev_648,Between 1896 and 1914 he provided hundreds of illustrations for over 50 books for various publishers ( see booklist below ) .,"Between 1896 and 1914 , he provided hundreds of illustrations for over 50 books for various publishers ( see booklist below ).","Between 1896 and 1914 {=>,} he provided hundreds of illustrations for over 50 books for various publishers ( see booklist below {) .=>).}",fce_dev_620,"However , something wrong came up again .","However , something else happened .","However , something {wrong came up again=>else happened} .","<explanation-1>The phrase ""wrong came up again"" was changed to ""else happened"" to improve fluency.</explanation-1>",wiki_dev_557,"The plot involves two men who shoot each other at a laundromat , a runaway teenage girl , an abandoned hogan , an aluminum trailor , and a car theft ring .","The plot involves two men who shoot each other at a laundromat , a runaway teenage girl , an abandoned hogan , an aluminum trailer , and a car theft ring .","The plot involves two men who shoot each other at a laundromat , a runaway teenage girl , an abandoned hogan , an aluminum {trailor=>trailer} , and a car theft ring .","<explanation-1>The misspelling ""trailor"" was corrected to ""trailer.""</explanation-1>",fce_dev_530,If you are going shopping someone can easily steal your wallet which you are looking at some interesting things .,"If you are going shopping , someone can easily steal your wallet while you are looking at something interesting .","If you are going shopping {=>,} someone can easily steal your wallet {which=>while} you are looking at {some=>something} interesting {things=>} .","<explanation-1>A comma is inserted after an introductory phrase.</explanation-1>
<explanation-2>The spelling error was corrected.</explanation-2>
<explanation-3>""Something interesting"" is more natural and fluent.</explanation-3>"
fce_dev_745,"Today a recived your letter , it is the most wonderful news I here in a long time .","Today , I received your letter ; it is the most wonderful news I 've heard in a long time .","Today {a recived=>, I received} your letter {,=>;} it is the most wonderful news I {here=>'ve heard} in a long time .",wiki_test_488,"After some intense public debate a local harbor board was established in 1906 and a boom in architectural creativity soon followed during which many of the currently listed heritage buildings St Monicas , Central Hotel etc were constructed .","After some intense public debate , a local harbor board was established in 1906 , and a boom in architectural creativity soon followed during which many of the currently listed heritage buildings, like St. Monica's Central Hotel , etc. were constructed .","After some intense public debate {=>,} a local harbor board was established in 1906 {=>,} and a boom in architectural creativity soon followed during which many of the currently listed heritage {buildings St Monicas ,=>buildings, like St. Monica's} Central Hotel {etc=>, etc.} were constructed .","<explanation-1>This edit adds a comma after this introductory phrase.</explanation-1>
<explanation-2>This edit adds a comma because two independent clauses are being joined with coordinating conjunction.</explanation-2>
<explanation-3>This edit adds a comma and the word 'like' to make this a nonrestrictive clause expanding on what kind of buildings are included.</explanation-3>
<explanation-4>This edit adds the necessary period to the abbreviation for et cetera.</explanation-4>",wiki_dev_683,"The first attempt at execution failed : Kemmler was electrocuted for 17 seconds , but remained alive .",The first attempt at execution failed : Kemmler was electrocuted for 17 seconds but remained alive .,"The first attempt at execution failed : Kemmler was electrocuted for 17 seconds {,=>} but remained alive .",<explanation-1>The comma isn't necessary here because what follows is a dependent clause.</explanation-1>,fce_test_452,Sometimes it is necessary and sometimes not and overall it is not always enjoyable .,"Sometimes it is necessary and sometimes not , and overall , it is not always enjoyable .","Sometimes it is necessary and sometimes not {=>,} and overall {=>,} it is not always enjoyable .",<explanation-1>Commas were added to adhere to  grammar rules that a comma should be added before a conjunction and before relative clauses.</explanation-1>
wiki_test_57,"It is an Institute for applied research , established in Milan in 1940 as transformation of the Politecnico di Milano Fuel Section , and operating on a national scale with the specific aim of promoting the technical and technological progress in the fuel industry .","It is an institute for applied research , established in Milan in 1940 replacing the Politecnico di Milano Fuel Section , and operating on a national scale with the specific aim of promoting the technical and technological progress in the fuel industry .","It is an {Institute=>institute} for applied research , established in Milan in 1940 {as transformation of=>replacing} the Politecnico di Milano Fuel Section , and operating on a national scale with the specific aim of promoting the technical and technological progress in the fuel industry .",wiki_dev_557,"The plot involves two men who shoot each other at a laundromat , a runaway teenage girl , an abandoned hogan , an aluminum trailor , and a car theft ring .","The plot involves two men who shoot each other at a laundromat , a runaway teenage girl , an abandoned hogan , an aluminum trailer , and a car theft ring .","The plot involves two men who shoot each other at a laundromat , a runaway teenage girl , an abandoned hogan , an aluminum {trailor=>trailer} , and a car theft ring .","<explanation-1>The misspelling ""trailor"" was corrected to ""trailer.""</explanation-1>",wiki_dev_165,"Adelaide has a hot Mediterranean climate ( Köppen climate classification "" Csa "" ) , which generally means mild wet winters and hot , dry summers .","Adelaide has a hot Mediterranean climate ( Köppen climate classification "" Csa "" ) , which generally means mild , wet winters and hot , dry summers .","Adelaide has a hot Mediterranean climate ( Köppen climate classification "" Csa "" ) , which generally means mild {=>,} wet winters and hot , dry summers .",<explanation-1>A comma is inserted here because the two adjectives are interchangeable in terms of order.</explanation-1>,fce_test_202,"During the afternoon , Tim and me spent the hours before the concer laying on the park next to the sport hall where the concert was to be held .","During the afternoon , Tim and I spent the hours before the concert playing in the park next to the sport hall where the concert was to be held .","During the afternoon , Tim and {me=>I} spent the hours before the {concer laying on=>concert playing in} the park next to the sport hall where the concert was to be held .","<explanation-1>The pronoun was changed to be grammatical.</explanation-1>
<explanation-2>Three spelling errors were corrected.</explanation-2>"
wiki_test_337,He was very out spoken on his views and known for self mutalation during live shows .,He was very outspoken on his views and known for self-mutilation during live shows .,He was very {out spoken=>outspoken} on his views and known for {self mutalation=>self-mutilation} during live shows .,wiki_test_467,"Nerva sought to involve the Senate in his government , however this was not entirely successful .","Nerva sought to involve the Senate in his government ; however, he was not entirely successful .","Nerva sought to involve the Senate in his government {, however this=>; however, he} was not entirely successful .",<explanation-1>The comma is replaced by a semicolon because the two joined clauses are independent clauses and there is no coordinating conjunction. A comma is inserted after 'however' because it is an introductory phrase.</explanation-1>,wiki_dev_165,"Adelaide has a hot Mediterranean climate ( Köppen climate classification "" Csa "" ) , which generally means mild wet winters and hot , dry summers .","Adelaide has a hot Mediterranean climate ( Köppen climate classification "" Csa "" ) , which generally means mild , wet winters and hot , dry summers .","Adelaide has a hot Mediterranean climate ( Köppen climate classification "" Csa "" ) , which generally means mild {=>,} wet winters and hot , dry summers .",<explanation-1>A comma is inserted here because the two adjectives are interchangeable in terms of order.</explanation-1>,fce_dev_238,The first thing that annoyed me were the forty-five minutes we were waiting for the beginning .,"The first thing that annoyed me , were the forty-five minutes we waited for the beginning .","The first thing that annoyed me {=>,} were the forty-five minutes we {were waiting=>waited} for the beginning .","<explanation-1>A comma was added after the introductory phrase.</explanation-1>
<explanation-2>The tense was changed to match the tense of the rest of the sentence.</explanation-2>"
wiki_dev_353,"The second , each narrator must be reliable in his ability to "" preserve "" that narration - be it in his ability to memorize to the extent that he can recall it as he heard it , or , that he has written it as he heard it , and has preserved that written document unchanged .","The second , each narrator must be reliable in his ability to "" preserve "" that narration , be it in his ability to memorize to the extent that he can recall it as he heard it , or in that he has written it as he heard it and has preserved that written document unchanged .","The second , each narrator must be reliable in his ability to "" preserve "" that narration {-=>,} be it in his ability to memorize to the extent that he can recall it as he heard it , or {,=>in} that he has written it as he heard it {,=>} and has preserved that written document unchanged .",wiki_dev_557,"The plot involves two men who shoot each other at a laundromat , a runaway teenage girl , an abandoned hogan , an aluminum trailor , and a car theft ring .","The plot involves two men who shoot each other at a laundromat , a runaway teenage girl , an abandoned hogan , an aluminum trailer , and a car theft ring .","The plot involves two men who shoot each other at a laundromat , a runaway teenage girl , an abandoned hogan , an aluminum {trailor=>trailer} , and a car theft ring .","<explanation-1>The misspelling ""trailor"" was corrected to ""trailer.""</explanation-1>",fce_test_391,"I think that it will has a similar structure but it will include some new technological advantages like having all the house controlled by a computer so that , for example , we can turn on the lights of the bedroom just pressing a button while we are watching the TV sitting on the sofa .","I think that it will have a similar structure but will include some new technological advantages , like having the whole house controlled by a computer so that , for example , we can turn on the lights in the bedroom just by pressing a button while we are watching TV sitting on the sofa .","I think that it will {has=>have} a similar structure but {it=>} will include some new technological advantages {=>,} like having {all=>} the {=>whole} house controlled by a computer so that , for example , we can turn on the lights {of=>in} the bedroom just {=>by} pressing a button while we are watching {the=>} TV sitting on the sofa .","<explanation-1>""Have"" is required after the modal ""will.""</explanation-1>
<explanation-2>The subject ""it"" is required before ""will.""</explanation-2>
<explanation-3>A comma is inserted to mark the following clause as nonessential.</explanation-3>
<explanation-4>""All"" was replaced with ""whole"" to improve fluency.</explanation-4>
<explanation-5>""Of"" was replaced with ""in"" to improve fluency.</explanation-5>
<explanation-6>""By"" was inserted to improve clarity and fluency.</explanation-6>
<explanation-7>""The"" was removed as it is unnecessary in the set phrase ""watching TV.""</explanation-7>",fce_test_775,"To sum up , it is a big school where you have a lot of interesting lessons and some optionaly activities to do in your free time .","To sum up , it is a big school where you have a lot of interesting classes and some optional activities to do in your free time .","To sum up , it is a big school where you have a lot of interesting {lessons=>classes} and some {optionaly=>optional} activities to do in your free time .","<explanation-1>This word fits a bit better in this context.</explanation-1>
<explanation-2>'Optional' is the correct word here.</explanation-2>"
wiki_dev_880,"Consejo Mundial de Lucha Libre 's ( CMLL ) November 23 , 2012 Super Viernes show will feature six matches wrestling matches in total .","On November 23, 2012, Consejo Mundial de Lucha Libre 's ( CMLL ) Super Viernes show will feature six wrestling matches in total .","{=>On November 23, 2012,} Consejo Mundial de Lucha Libre 's ( CMLL ) {November 23 , 2012=>} Super Viernes show will feature six {matches=>} wrestling matches in total .",fce_dev_500,Unfortunalety my feelings are rather bad .,"Unfortunately , my opinions are rather bad .","{Unfortunalety=>Unfortunately ,} my {feelings=>opinions} are rather bad .","<explanation-1>""Unfortunalety"" is changed to ""Unfortunately,"" which fixes a spelling error and adds the correct punctuation.</explanation-1>
<explanation-2>Changing ""feelings"" to ""opinions"" sounds more natural, but this could be meaning changing.</explanation-2>",wiki_dev_557,"The plot involves two men who shoot each other at a laundromat , a runaway teenage girl , an abandoned hogan , an aluminum trailor , and a car theft ring .","The plot involves two men who shoot each other at a laundromat , a runaway teenage girl , an abandoned hogan , an aluminum trailer , and a car theft ring .","The plot involves two men who shoot each other at a laundromat , a runaway teenage girl , an abandoned hogan , an aluminum {trailor=>trailer} , and a car theft ring .","<explanation-1>The misspelling ""trailor"" was corrected to ""trailer.""</explanation-1>",fce_test_566,"This event was not what I call : "" a perfect evening out "" , as your advertisement promised .","This event was not what I call "" a perfect evening out , "" as your advertisement promised .","This event was not what I call {:=>} "" a perfect evening out {=>,} "" {,=>} as your advertisement promised .","<explanation-1>The colon is deleted because it is ungrammatical in this situation.</explanation-1>
<explanation-2>In American English, commas precede quotation marks.</explanation-2>"
