id,original,revised,aligned,in_context_id_1,in_context_original_1,in_context_revised_1,in_context_aligned_1,in_context_explanation_1,in_context_id_2,in_context_original_2,in_context_revised_2,in_context_aligned_2,in_context_explanation_2,in_context_id_3,in_context_original_3,in_context_revised_3,in_context_aligned_3,in_context_explanation_3
wiki_dev_230,"Still , like many electric and electronic instruments , the electrict guitar remains primarily associated with rock and jazz music , rather than with classical compositions and performances .","Still , like many electric and electronic instruments , the electric guitar remains primarily associated with rock and jazz music , rather than with classical compositions and performances .","Still , like many electric and electronic instruments , the {electrict=>electric} guitar remains primarily associated with rock and jazz music , rather than with classical compositions and performances .",fce_dev_238,The first thing that annoyed me were the forty-five minutes we were waiting for the beginning .,"The first thing that annoyed me , were the forty-five minutes we waited for the beginning .","The first thing that annoyed me {=>,} were the forty-five minutes we {were waiting=>waited} for the beginning .","<explanation-1>A comma was added after the introductory phrase.</explanation-1>
<explanation-2>The tense was changed to match the tense of the rest of the sentence.</explanation-2>",wiki_dev_683,"The first attempt at execution failed : Kemmler was electrocuted for 17 seconds , but remained alive .",The first attempt at execution failed : Kemmler was electrocuted for 17 seconds but remained alive .,"The first attempt at execution failed : Kemmler was electrocuted for 17 seconds {,=>} but remained alive .",<explanation-1>The comma isn't necessary here because what follows is a dependent clause.</explanation-1>,fce_test_775,"To sum up , it is a big school where you have a lot of interesting lessons and some optionaly activities to do in your free time .","To sum up , it is a big school where you have a lot of interesting classes and some optional activities to do in your free time .","To sum up , it is a big school where you have a lot of interesting {lessons=>classes} and some {optionaly=>optional} activities to do in your free time .","<explanation-1>This word fits a bit better in this context.</explanation-1>
<explanation-2>'Optional' is the correct word here.</explanation-2>"
fce_test_87,I like to face people whom even I do n't know .,"I like to be around people , even if I do n't know them .","I like to {face=>be around} people {whom=>,} even {=>if} I do n't know {=>them} .",fce_test_280,I must sign off as I want to catch the post .,"I must sign off , as I want to catch the mail .","I must sign off {=>,} as I want to catch the {post=>mail} .","<explanation-1>A comma was added before a relative clause.</explanation-1>
<explanation-2>""post"" was changed to ""mail,"" which is the American English spelling.</explanation-2>",fce_test_750,And what is the weather like ?,What is the weather like ?,{And what=>What} is the weather like ?,"<explanation-1>Removing ""And"" follows traditional grammar rules, but it is okay to start a sentence with a conjunction depending on the audience.</explanation-1>",fce_test_158,I would like to ask you what type of clothes should I bring ?,I would like to ask you what type of clothes I should bring .,I would like to ask you what type of clothes {=>I} should {I=>} bring {?=>.},"<explanation-1>These first two edits move the subject before the verb in order to fix the sentence's word order.</explanation-1>
<explanation-2>This edit fixes the punctuation because the sentence is not actually a question.</explanation-2>"
wiki_dev_436,"Born in 20 December 1969 in Zurich , De Botton comes from a Sephardic Jewish family , originating from a small Castilian town of Boton ( now vanished ) on the Iberian peninsula .","Born on December 20, 1969, in Zurich , De Botton comes from a Sephardic Jewish family , originating in the small Castilian town of Boton ( now vanished ) , on the Iberian peninsula .","Born {in 20=>on} December {1969=>20, 1969,} in Zurich , De Botton comes from a Sephardic Jewish family , originating {from a=>in the} small Castilian town of Boton ( now vanished ) {=>,} on the Iberian peninsula .",fce_dev_570,That made me so disappointed .,That disappointed me so much .,That {made=>disappointed} me so {disappointed=>much} .,<explanation-1>These optional style edits simplify the structure of the sentence.</explanation-1>,wiki_dev_917,"However , much to everyone 's surprise , Oakfield , Okazaki , and S.mouse turn up at Nathan 's farewell party .","However , much to everyone 's surprise , Oakfield , Okazaki , and S.mouse turned up at Nathan 's farewell party .","However , much to everyone 's surprise , Oakfield , Okazaki , and S.mouse {turn=>turned} up at Nathan 's farewell party .",<explanation-1>Past tense is more typical in a narrative context.</explanation-1>,fce_test_314,"I would like to stress that very often famous people become reserved , bad-tempered and angry with the world for interfering into their lives .","I would like to stress that very often famous people become reserved , bad-tempered , and angry with the world for interfering in their lives .","I would like to stress that very often famous people become reserved , bad-tempered {=>,} and angry with the world for interfering {into=>in} their lives .","<explanation-1>A comma was added to a list to adhere to certain grammar or style guide rules.</explanation-1>
<explanation-2>""into"" is not the correct preposition so it was changed to ""in.""</explanation-2>"
fce_dev_837,I mean most of home are going to be in a building like a flat .,"I mean , most homes are going to be in a building like a flat .","I mean {=>,} most {of home=>homes} are going to be in a building like a flat .",wiki_test_500,"Through out his rule , he remained silent and preferred to communicate with his council of ministers in sign language and written communication .","Throughout his rule , he remained silent and preferred to communicate with his council of ministers in sign language and written communication .","{Through out=>Throughout} his rule , he remained silent and preferred to communicate with his council of ministers in sign language and written communication .","<explanation-1>""Throughout"" is the standard spelling when referring to the compound word.</explanation-1>",fce_test_234,I also would like to get some information about weather .,I also would like to get some information about the weather .,I also would like to get some information about {=>the} weather .,"<explanation-1>""Weather"" typically requires the article ""the.""</explanation-1>",fce_test_632,Probably she 'll come with a friend if you want you can enjoy us .,"She 'll probably come with a friend ; if you want , you can join us .","{Probably she=>She} 'll {=>probably} come with a friend {=>;} if you want {=>,} you can {enjoy=>join} us .","<explanation-1>""Probably she'll"" was changed to ""She'll probably"" as it is a more common and fluent-sounding order.</explanation-1>
<explanation-2>A semicolon was added because the two clauses are complete and independent.</explanation-2>
<explanation-3>If-clauses require a comma if they are at the beginning of the sentence.</explanation-3>
<explanation-4>""Enjoy"" was changed to ""join"" as it is more likely intended in this context and ""enjoy us"" is not used often.</explanation-4>"
fce_dev_509,"If I had a choice , I would prefer to live in tent then in a log cabin .","If I had a choice , I would prefer to live in a tent than in a log cabin .","If I had a choice , I would prefer to live in {=>a} tent {then=>than} in a log cabin .",wiki_dev_165,"Adelaide has a hot Mediterranean climate ( Köppen climate classification "" Csa "" ) , which generally means mild wet winters and hot , dry summers .","Adelaide has a hot Mediterranean climate ( Köppen climate classification "" Csa "" ) , which generally means mild , wet winters and hot , dry summers .","Adelaide has a hot Mediterranean climate ( Köppen climate classification "" Csa "" ) , which generally means mild {=>,} wet winters and hot , dry summers .",<explanation-1>A comma is inserted here because the two adjectives are interchangeable in terms of order.</explanation-1>,wiki_test_62,"It is unknown whether he truly believes and knows his research had direct involvement with the outbreak , he is lying , or his explanation is an educated hypothesis .","It is unknown whether he truly believes and knows his research had direct involvement with the outbreak . He is lying , or his explanation is an educated hypothesis .","It is unknown whether he truly believes and knows his research had direct involvement with the outbreak {, he=>. He} is lying , or his explanation is an educated hypothesis .","<explanation-1>Here, there is a comma incorrectly joining two independent clauses. This solution replaces the comma with a period and fixes the resulting capitalization. Other solutions would include replacing the comma with a semicolon or  adding an 'and' between the comma and 'he.'</explanation-1>",fce_test_711,"To make things even worse , the play did n't start at 19 : 30 as it was supposed to but instead it started 45 minutes late , at 20 : 15 , and there were n't even your famous discounts available .","To make things even worse , the play did n't start at 19 : 30 as it was supposed to , but instead it started 45 minutes late , at 20 : 15 , and your famous discounts were n't even available .","To make things even worse , the play did n't start at 19 : 30 as it was supposed to {=>,} but instead it started 45 minutes late , at 20 : 15 , and {there=>your famous discounts} were n't even {your famous discounts=>} available .","<explanation-1>The comma was inserted because the following phrase is complete and independent.</explanation-1>
<explanation-2>The phrase ""there weren't even your famous discounts available"" was changed to ""your famous discounts weren't even available"" to improve clarity and fluency.</explanation-2>"
fce_test_376,"The reason of choosing this two activities is that they contrast itselves , I want one more exciting and that asks for more agility and another more calm and relaxing , that asks only for my ability to paint .","The reason for choosing these two activities is that they contrast themselves ; I want one more exciting and that asks for more agility and another more calm and relaxing , that asks only for my ability to paint .","The reason {of=>for} choosing {this=>these} two activities is that they contrast {itselves ,=>themselves ;} I want one more exciting and that asks for more agility and another more calm and relaxing , that asks only for my ability to paint .",wiki_test_178,"He is known for his zany stage show , where he has played the vacum , jumped rope with his microphone wire and stopped songs to tell the audiences his thoughts on different topics .","He is known for his zany stage show , where he has played the vacuum , jumped rope with his microphone wire , and stopped songs to tell the audience his thoughts on different topics .","He is known for his zany stage show , where he has played the {vacum=>vacuum} , jumped rope with his microphone wire {=>,} and stopped songs to tell the {audiences=>audience} his thoughts on different topics .","<explanation-1>'Vacuum' is spelled with two u's.</explanation-1>
<explanation-2>This edit inserts an Oxford comma.</explanation-2>
<explanation-3>The singular form of the word is more typical in this context.</explanation-3>",fce_dev_693,I 'm pleased to be able to help you for the international student conference .,I 'm pleased to be able to help you with the international student conference .,I 'm pleased to be able to help you {for=>with} the international student conference .,"<explanation-1>""With"" is the correct preposition when it precedes ""the.""</explanation-1>",wiki_dev_86,The New Zealand 20 cent coin is the second lowest denomination coin of the New Zealand dollar .,New Zealand's 20 cent coin is the second lowest denomination coin of the New Zealand dollar .,{The=>} New {Zealand=>Zealand's} 20 cent coin is the second lowest denomination coin of the New Zealand dollar .,"<explanation-1>Removing the article and making ""New Zealand"" plural makes the sentence more natural sounding.</explanation-1>"
wiki_test_424,"Talk Dirty to Me , part III was a 1984 pornographic movie and a spoof on the film Splash .",""" Talk Dirty to Me , part III "" was a 1984 pornographic movie and a spoof of the film "" Splash. ""","{=>""} Talk Dirty to Me , part III {=>""} was a 1984 pornographic movie and a spoof {on=>of} the film {Splash .=>"" Splash. ""}",wiki_dev_917,"However , much to everyone 's surprise , Oakfield , Okazaki , and S.mouse turn up at Nathan 's farewell party .","However , much to everyone 's surprise , Oakfield , Okazaki , and S.mouse turned up at Nathan 's farewell party .","However , much to everyone 's surprise , Oakfield , Okazaki , and S.mouse {turn=>turned} up at Nathan 's farewell party .",<explanation-1>Past tense is more typical in a narrative context.</explanation-1>,fce_test_324,"Someone says it is maths , pratical , usefull but the majority says it is boring , unless you 're chose a job which charges all your math 's knowledge as accounting , otherwise you can use a calculator or a computer .","Some said math because it is practical and useful , but the majority said it is boring unless you choose a job which uses your math knowledge , as accounting ; otherwise you can use a calculator or a computer .","{Someone says=>Some said math because} it is {maths=>practical and useful} , {pratical , usefull=>} but the majority {says=>said} it is boring {,=>} unless you {'re chose=>choose} a job which {charges all=>uses} your math {'s=>} knowledge {=>,} as accounting {,=>;} otherwise you can use a calculator or a computer .","<explanation-1>Here, the tense is changed to past tense to better reflect the fact that this is a completed action. 'Some' replaces 'someone' because it is a general sentiment being expressed here as opposed to a specific person's opinion. 'Math' is also moved to make the sentence structure less clunky.</explanation-1>
<explanation-2>'Maths' is changed to 'math' to reflect the American English spelling/pronunciation.</explanation-2>
<explanation-3>'Practical' and 'useful' are rewritten to be spelled correctly, and they are moved to better fit the sentence structure.</explanation-3>
<explanation-4>Again, 'says' is changed to the past tense.</explanation-4>
<explanation-5>A comma splice is removed.</explanation-5>
<explanation-6>The grammatically incorrect 'you're chose,' which is never a correct construction in English, is corrected to 'you choose.'</explanation-6>
<explanation-7>'Charges all,' which does not have the intended meaning in English here, is replaced with 'uses,' which does.</explanation-7>
<explanation-8>The possessive '-'s' is not needed here.</explanation-8>
<explanation-9>The comma is inserted here, though really another word, like 'such,' should be included as well.</explanation-9>
<explanation-10>The comma is replaced with a semicolon because two independent clauses are being joined without a coordinating conjunction.</explanation-10>",fce_dev_702,"The clothes now that they will wear it has to be smart , not how you are going to casino for example but nice casual , not with sports shoes or T-shirts .","Now the clothes that they will wear have to be smart , not as if you were going to a casino , for example , but nice casual , not with sports shoes or T-shirts .","{The=>Now the} clothes {now=>} that they will wear {it has=>have} to be smart , not {how=>as if} you {are=>were} going to {=>a} casino {=>,} for example {=>,} but nice casual , not with sports shoes or T-shirts .","<explanation-1>These first two edits change the word order so that it sounds more natural in American English.</explanation-1>
<explanation-2>This next edit deletes 'it' and changes 'has' to 'have' so that the plural noun  'clothes' agrees with the verb.</explanation-2>
<explanation-3>This edit sounds more natural in American English.</explanation-3>
<explanation-4>This edit correctly conjugates the verb into the conditional, 'were.'</explanation-4>
<explanation-5>'Casino' here requires an article.</explanation-5>
<explanation-6>This parenthetical needs to be set off with commas.</explanation-6>"
fce_dev_758,"This report provides the information about Kyong Bok Palace , which is highly recommended to visit for visitors from foreign countries .","This report provides the information about Gyeongbokgung , which is highly recommended to visit for visitors from foreign countries .","This report provides the information about {Kyong Bok Palace=>Gyeongbokgung} , which is highly recommended to visit for visitors from foreign countries .",fce_test_753,"The organiser of the concert asked my school for about 15 people , who does art , to help decorate the stage .",The organizer of the concert asked my school for about 15 people who do art to help decorate the stage .,"The {organiser=>organizer} of the concert asked my school for about 15 people {,=>} who {does=>do} art {,=>} to help decorate the stage .","<explanation-1>The spelling of ""organiser"" was changed to ""organizer,"" which is the American English spelling.</explanation-1>
<explanation-2>The commas were removed to follow English punctuation rules.</explanation-2>
<explanation-3>""does"" was changed to ""do"" to match the number of ""people.""</explanation-3>",wiki_test_178,"He is known for his zany stage show , where he has played the vacum , jumped rope with his microphone wire and stopped songs to tell the audiences his thoughts on different topics .","He is known for his zany stage show , where he has played the vacuum , jumped rope with his microphone wire , and stopped songs to tell the audience his thoughts on different topics .","He is known for his zany stage show , where he has played the {vacum=>vacuum} , jumped rope with his microphone wire {=>,} and stopped songs to tell the {audiences=>audience} his thoughts on different topics .","<explanation-1>'Vacuum' is spelled with two u's.</explanation-1>
<explanation-2>This edit inserts an Oxford comma.</explanation-2>
<explanation-3>The singular form of the word is more typical in this context.</explanation-3>",wiki_test_770,"Tipp led by 7 points midway through the half , but Louth , after missing a penalty earlier , scored from their second and made a tight finish .","Tipp led by 7 points midway through the half , but Louth , after missing an earlier penalty , scored from their second and made a tight finish .","Tipp led by 7 points midway through the half , but Louth , after missing {a=>an earlier} penalty {earlier=>} , scored from their second and made a tight finish .","<explanation-1>The article was changed to account for ""earlier"" starting with a vowel, and ""earlier"" was moved to make the sentence more grammatical.</explanation-1>"
wiki_test_698,"Many of the corals of the Great Barrier Reef are currently living at the upper edge of their temperature tolerance , as demonstrated in the tourettes events of the summers of 1998 and 2002 .","Many of the corals of the Great Barrier Reef are currently living at the upper edge of their temperature tolerance , as demonstrated in the bleaching events of the summers of 1998 and 2002 .","Many of the corals of the Great Barrier Reef are currently living at the upper edge of their temperature tolerance , as demonstrated in the {tourettes=>bleaching} events of the summers of 1998 and 2002 .",wiki_dev_528,"Goldsmith stood no chance of victory , but the declaration made one a memorable moment - Mellor lost his seat to the Labour candidate and was taunted by Goldsmith who clapped his hands slowly and chanted "" out , out , out !","Goldsmith stood no chance of victory , but the declaration created one memorable moment - Mellor lost his seat to the Labour candidate and was taunted by Goldsmith , who clapped his hands slowly and chanted, "" Out , out , out ! ""","Goldsmith stood no chance of victory , but the declaration {made=>created} one {a=>} memorable moment - Mellor lost his seat to the Labour candidate and was taunted by Goldsmith {=>,} who clapped his hands slowly and {chanted=>chanted,} "" {out=>Out} , out , out ! {=>""}","<explanation-1>This edit replaces 'created' for 'made' for stylistic reasons.</explanation-1>
<explanation-2>'A' is deleted here because it cannot coexist grammatically with 'one' in this context.</explanation-2>
<explanation-3>This edit adds a comma because the following is a nonrestrictive clause.</explanation-3>
<explanation-4>Because what follows is a quotation, there needs to be a comma here.</explanation-4>
<explanation-5>Because this is the start of a quote, it is capitalized.</explanation-5>
<explanation-6>This quote needs closing quotation marks to be grammatical.</explanation-6>",wiki_dev_408,"A single mother and grandmother of two , she ' s now a full time writer who lives in Ahmedabad .","A single mother and grandmother of two , she ' s now a full-time writer who lives in Ahmedabad .","A single mother and grandmother of two , she ' s now a {full time=>full-time} writer who lives in Ahmedabad .","<explanation-1>The compound ""full time"" needs a hyphen when it is used as an adjective.</explanation-1>",fce_test_677,"We know what you have done and your dog will be sold "" .","We know what you have done and your dog will be sold . ""","We know what you have done and your dog will be sold {=>.} "" {.=>}",<explanation-1>The period was moved inside the quotes to adhere to certain style guides.</explanation-1>
wiki_dev_785,"One of the odd qualifications was that the aircraft would have to have horsepower "" appropriate for a woman . "" Opal Kunz was told he airplane was too fast for a woman to handle , and had to get another craft or stay out of the race .","One of the odd qualifications was that the aircraft would have to have horsepower "" appropriate for a woman . "" Opal Kunz was told the airplane was too fast for a woman to handle , and had to get another craft or stay out of the race .","One of the odd qualifications was that the aircraft would have to have horsepower "" appropriate for a woman . "" Opal Kunz was told {he=>the} airplane was too fast for a woman to handle , and had to get another craft or stay out of the race .",fce_dev_52,"Obviously , Pat first refused , but then she accepted that she was wrong , and apologyse Maria , after then Pat never again talked about someone within his or her permission .","Obviously , Pat first refused , but then she accepted that she was wrong and apologized to Maria . After that , Pat never again talked about someone without his or her permission .","Obviously , Pat first refused , but then she accepted that she was wrong {=>and apologized to Maria . After that} , {and apologyse Maria , after then=>} Pat never again talked about someone {within=>without} his or her permission .","<explanation-1>This edit fixes the spelling and tense of 'apologize;' it also changes the comma to a period so that the clauses are correctly punctuated.</explanation-1>
<explanation-2>The correct word choice here is 'without,' given the context.</explanation-2>",fce_dev_86,"Moreover , I have been thinking about changing the location because , as you probably already know , some concert halls were not big enough to let everybody who wanted go in .","Moreover , I have been thinking about changing the location because , as you probably already know , some concert halls were not big enough to let everybody in .","Moreover , I have been thinking about changing the location because , as you probably already know , some concert halls were not big enough to let everybody {who wanted go=>} in .",<explanation-1>This style edit reduces the complexity of the phrase.</explanation-1>,fce_test_401,I realised that it was different actor playing instead of Danny brook .,I realized that it was a different actor playing instead .,I {realised=>realized} that it was {=>a} different actor playing instead {of Danny brook=>} .,"<explanation-1>""Realised"" was changed to the American English spelling ""realized.""</explanation-1>
<explanation-2>""A"" was inserted as ""a different"" is a common collocate.</explanation-2>"
wiki_test_336,"Once the outcome of the civil war is decided , be it Earth or Mars , humanity unites under the new Unified Government and forms the Legions of Iron , it ' s vanguard of expansion into the unknown .","Once the outcome of the civil war is decided , be it Earth or Mars , humanity will unite under the new Unified Government and form the Legions of Iron , its vanguard of expansion into the unknown .","Once the outcome of the civil war is decided , be it Earth or Mars , humanity {unites=>will unite} under the new Unified Government and {forms=>form} the Legions of Iron , {it ' s=>its} vanguard of expansion into the unknown .",fce_test_196,I realy got to know them after the concert .,I really got to know them after the concert .,I {realy=>really} got to know them after the concert .,<explanation-1>A spelling error was corrected.</explanation-1>,wiki_test_930,"The Lycée 's secondary school accommodates approximately 309 students on an campus in Bethesda , Maryland , from downtown Washington , D.C .","The Lycée 's secondary school accommodates approximately 309 students on a campus in Bethesda , Maryland , from downtown Washington , D.C .","The Lycée 's secondary school accommodates approximately 309 students on {an=>a} campus in Bethesda , Maryland , from downtown Washington , D.C .",<explanation-1>The article was corrected because it precedes a word that starts with a consonant.</explanation-1>,wiki_test_537,"A similar sentence with visual predicates is claimed to be , "" I can see it clearly "" , or with auditory predicates , "" That sounds right to me .","A similar sentence with visual predicates is claimed to be , "" I can see it clearly ,"" or with auditory predicates , "" That sounds right to me. ""","A similar sentence with visual predicates is claimed to be , "" I can see it clearly {"" ,=>,""} or with auditory predicates , "" That sounds right to {me .=>me. ""}",<explanation-1>Putting the comma and period inside the quotations follows American English rules.</explanation-1>
wiki_dev_653,A Brush Hog is a heavily built rotary mower which attaches to the back of a farm tractor .,A brush hog is a heavily built rotary mower which attaches to the back of a farm tractor .,A {Brush Hog=>brush hog} is a heavily built rotary mower which attaches to the back of a farm tractor .,fce_dev_360,"For the handicapped , going shopping is not easy and it can be very bothering unless shops have facilities for them .","For the handicapped , going shopping is not easy and it can be very bothersome unless shops have facilities for them .","For the handicapped , going shopping is not easy and it can be very {bothering=>bothersome} unless shops have facilities for them .","<explanation-1>This edit corrects this participle to an adjective, 'bothersome.'</explanation-1>",fce_test_314,"I would like to stress that very often famous people become reserved , bad-tempered and angry with the world for interfering into their lives .","I would like to stress that very often famous people become reserved , bad-tempered , and angry with the world for interfering in their lives .","I would like to stress that very often famous people become reserved , bad-tempered {=>,} and angry with the world for interfering {into=>in} their lives .","<explanation-1>A comma was added to a list to adhere to certain grammar or style guide rules.</explanation-1>
<explanation-2>""into"" is not the correct preposition so it was changed to ""in.""</explanation-2>",wiki_dev_469,The centre stands 15 metres above the ground and its sole support comes from the structure around its two lift shafts - it is approximately the same height as the Pavilion directly opposite it on the other side of the ground .,"The center stands 15 meters above the ground, and its sole support comes from the structure around its two lift shafts - it is approximately the same height as the Pavilion directly opposite it on the other side of the ground .","The {centre=>center} stands 15 {metres=>meters} above the {ground=>ground,} and its sole support comes from the structure around its two lift shafts - it is approximately the same height as the Pavilion directly opposite it on the other side of the ground .","<explanation-1>This edit changes the spelling to the American English spelling.</explanation-1>
<explanation-2>This edit changes the spelling to the American English spelling.</explanation-2>
<explanation-3>This edit adds a needed comma because the two independent clauses are joined with a coordinating conjunction.</explanation-3>"
wiki_test_701,"Often , it is not the education or training that one has which determines the value of one 's education , but the prestige credential or degree .","Often , it is not the education or training that one has which determines the value of one 's education , but the prestige of the credential or degree .","Often , it is not the education or training that one has which determines the value of one 's education , but the prestige {=>of the} credential or degree .",fce_test_711,"To make things even worse , the play did n't start at 19 : 30 as it was supposed to but instead it started 45 minutes late , at 20 : 15 , and there were n't even your famous discounts available .","To make things even worse , the play did n't start at 19 : 30 as it was supposed to , but instead it started 45 minutes late , at 20 : 15 , and your famous discounts were n't even available .","To make things even worse , the play did n't start at 19 : 30 as it was supposed to {=>,} but instead it started 45 minutes late , at 20 : 15 , and {there=>your famous discounts} were n't even {your famous discounts=>} available .","<explanation-1>The comma was inserted because the following phrase is complete and independent.</explanation-1>
<explanation-2>The phrase ""there weren't even your famous discounts available"" was changed to ""your famous discounts weren't even available"" to improve clarity and fluency.</explanation-2>",wiki_dev_28,"Party baloons also work wonders ( again , subject to any restrictions you may be under as to what you are allowed to use .","Party balloons also work wonders ( again , subject to any restrictions you may be under as to what you are allowed to use ) .","Party {baloons=>balloons} also work wonders ( again , subject to any restrictions you may be under as to what you are allowed to use {=>)} .","<explanation-1>This edit corrects the spelling of 'balloons.'</explanation-1>
<explanation-2>This edit adds a necessary closing parenthesis.</explanation-2>",fce_dev_500,Unfortunalety my feelings are rather bad .,"Unfortunately , my opinions are rather bad .","{Unfortunalety=>Unfortunately ,} my {feelings=>opinions} are rather bad .","<explanation-1>""Unfortunalety"" is changed to ""Unfortunately,"" which fixes a spelling error and adds the correct punctuation.</explanation-1>
<explanation-2>Changing ""feelings"" to ""opinions"" sounds more natural, but this could be meaning changing.</explanation-2>"
fce_dev_770,It is certain that the programme will give the students considerable enjoyment .,It is certain that the program will give the students considerable enjoyment .,It is certain that the {programme=>program} will give the students considerable enjoyment .,fce_dev_702,"The clothes now that they will wear it has to be smart , not how you are going to casino for example but nice casual , not with sports shoes or T-shirts .","Now the clothes that they will wear have to be smart , not as if you were going to a casino , for example , but nice casual , not with sports shoes or T-shirts .","{The=>Now the} clothes {now=>} that they will wear {it has=>have} to be smart , not {how=>as if} you {are=>were} going to {=>a} casino {=>,} for example {=>,} but nice casual , not with sports shoes or T-shirts .","<explanation-1>These first two edits change the word order so that it sounds more natural in American English.</explanation-1>
<explanation-2>This next edit deletes 'it' and changes 'has' to 'have' so that the plural noun  'clothes' agrees with the verb.</explanation-2>
<explanation-3>This edit sounds more natural in American English.</explanation-3>
<explanation-4>This edit correctly conjugates the verb into the conditional, 'were.'</explanation-4>
<explanation-5>'Casino' here requires an article.</explanation-5>
<explanation-6>This parenthetical needs to be set off with commas.</explanation-6>",wiki_test_586,"In 2008 , she was their national ambassador and worked along side construction companies to build 280 energy efficient homes in a week .","In 2008 , she was their national ambassador and worked alongside construction companies to build 280 energy efficient homes in a week .","In 2008 , she was their national ambassador and worked {along side=>alongside} construction companies to build 280 energy efficient homes in a week .",<explanation-1>'Alongside' should be one word.</explanation-1>,wiki_dev_82,"Israel Kamakawiwoʻole 's album "" Facing Future "" , released in 1993 , included an ukulele medley of "" Over the Rainbow "" and "" What a Wonderful World "" .","Israel Kamakawiwo'ole 's album "" Facing Future, "" released in 1993 , included a ukulele medley of "" Over the Rainbow "" and "" What a Wonderful World. ""","Israel {Kamakawiwoʻole=>Kamakawiwo'ole} 's album "" Facing {Future=>Future,} "" {,=>} released in 1993 , included {an=>a} ukulele medley of "" Over the Rainbow "" and "" What a Wonderful {World=>World.} "" {.=>}","<explanation-1>The closing quote in the name was corrected to be an apostrophe.</explanation-1>
<explanation-2>The comma and period were put inside the quotations to follow certain style guide rules.</explanation-2>"
wiki_test_278,The toxicity category rating of quinoa saponins rates them as mild eye and respiratory irritants and asa low gastrointestinal irritant .,The toxicity category rating of quinoa saponin rates them as mild eye and respiratory irritants and as a low gastrointestinal irritant .,The toxicity category rating of quinoa {saponins=>saponin} rates them as mild eye and respiratory irritants and {asa=>as a} low gastrointestinal irritant .,wiki_dev_178,Some people have raised concerns that cloud computing could brake EU data protection rules .,Some people have raised concerns that cloud computing could break EU data protection rules .,Some people have raised concerns that cloud computing could {brake=>break} EU data protection rules .,<explanation-1>This edit substitutes the intended word. 'Brake' means to stop a vehicle.</explanation-1>,fce_test_401,I realised that it was different actor playing instead of Danny brook .,I realized that it was a different actor playing instead .,I {realised=>realized} that it was {=>a} different actor playing instead {of Danny brook=>} .,"<explanation-1>""Realised"" was changed to the American English spelling ""realized.""</explanation-1>
<explanation-2>""A"" was inserted as ""a different"" is a common collocate.</explanation-2>",wiki_test_387,"As allegations of jamming by Ethiopia continued , VOA was also accused of censoring news about death of civilians at the hand of the opposition .","As allegations of jamming by Ethiopia continued , VOA was also accused of censoring news about deaths of civilians at the hands of the opposition .","As allegations of jamming by Ethiopia continued , VOA was also accused of censoring news about {death=>deaths} of civilians at the {hand=>hands} of the opposition .","<explanation-1>This edit corrects the noun so that it is plural.</explanation-1>
<explanation-2>This edit corrects the noun so that it is plural.</explanation-2>"
fce_dev_18,It might mean waking up early but it will be less crowded and more comfortable on the trip .,"It might mean waking up early , but it will be less crowded and more comfortable on the trip .","It might mean waking up early {=>,} but it will be less crowded and more comfortable on the trip .",fce_test_363,"Maybe children will not have to go to school , they just will stay in their rooms and study from computer , some kind of on-line education .","Maybe children will not have to go to school ; they will just stay in their rooms and study from a computer , some kind of on-line education .","Maybe children will not have to go to school {,=>;} they {=>will} just {will=>} stay in their rooms and study from {=>a} computer , some kind of on-line education .","<explanation-1>A semicolon was added as the two clauses are complete and independent.</explanation-1>
<explanation-2>""They just will stay"" was changed to ""They will just stay"" which is the more frequent sentence order.</explanation-2>
<explanation-3>""Computer"" typically requires an article unless plural.</explanation-3>",fce_test_187,"But we have to accept that everyone has their private life for example when we get married or when policeman stop us on the highway , we do n't want any stranger notice that what is happening to us .","But we have to accept that everyone has privacy . For example , when we get married or when police stop us on the highway , we would n't want just any stranger to notice that .","But we have to accept that everyone has {their private life for=>privacy . For} example {=>,} when we get married or when {policeman=>police} stop us on the highway , we {do=>would} n't want {=>just} any stranger {=>to} notice that {what is happening to us=>} .","<explanation-1>""Policeman"" was changed to ""police"" as it is plural, gender neutral, and more concise.</explanation-1>
<explanation-2>""Do"" was replaced with ""would"" to emphasize the hypothetical nature of the phrase.</explanation-2>
<explanation-3>""Just"" was inserted to improve fluency.</explanation-3>
<explanation-4>""To"" was inserted because the infinitive form requires ""to"" when following ""want.""</explanation-4>
<explanation-5>""What is happening to us"" was removed to improve fluency and clarity.</explanation-5>",wiki_dev_913,"Originally built with three operational units having a design rating of 660MW MCR ( Maximum Continuous Rating ) , this was increased to 685MW during commissioning with practically no additional engineering works required which is testament to the robust design standards rigorously upheld by the CEGB .","Originally built with three operational units with a design rating of 660MW MCR ( Maximum Continuous Rating ) , this was increased to 685MW during commissioning with practically no additional engineering works required , which is testament to the robust design standards rigorously upheld by the CEGB .","Originally built with three operational units {having=>with} a design rating of 660MW MCR ( Maximum Continuous Rating ) , this was increased to 685MW during commissioning with practically no additional engineering works required {=>,} which is testament to the robust design standards rigorously upheld by the CEGB .","<explanation-1>""with"" is more grammatical than ""having.""</explanation-1>
<explanation-2>A comma was added before a relative clause.</explanation-2>"
