_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,comments,describe_why_this_is_not_annotatable,not_annotatable,please_explain_the_revisions_write_na_if_not_annotatable,aligned,id,original,revised
3471075671,6/23/2023 12:50:24,6656267319,6/23/2023 12:49:03,False,cf_internal,1.0,46282460,US,Florida,Land O' Lakes,47.198.82.26,,,,"-Though sometimes more exclamation points are used for stylistic effect, using only one is considered grammatical.","Bradley has three sons : Kevin , Kyle , and Allyn {!!=>!}",wiki_test_492,"Bradley has three sons : Kevin , Kyle , and Allyn !!","Bradley has three sons : Kevin , Kyle , and Allyn !"
3471075672,6/23/2023 16:36:42,6656316449,6/23/2023 16:28:23,False,cf_internal,1.0,47004074,US,Indiana,Bloomington,68.38.141.196,,,,"- An article is needed before ""season.""
- A comma was correctly added before a conjunction that conjoins two independent clauses.
- Two commas were added after phrases that provides more information. 
- Corrects a spelling error.
- Corrects a spelling error.","He started to shine in {=>the} 2003-04 season with Persepolis {=>,} where he was used as the defensive midfielder {=>,} and moved to Esteghlal Ahvaz {=>,} where he stayed for 4 seasons {=>,} and had excellent {season=>seasons} in 2007-08 {seasons=>,} where he played the most {minuted in the league than=>minutes of} any {other payer=>player} in the league .",wiki_dev_379,He started to shine in 2003-04 season with Persepolis where he was used as the defensive midfielder and moved to Esteghlal Ahvaz where he stayed for 4 seasons and had excellent season in 2007-08 seasons where he played the most minuted in the league than any other payer in the league .,"He started to shine in the 2003-04 season with Persepolis , where he was used as the defensive midfielder , and moved to Esteghlal Ahvaz , where he stayed for 4 seasons , and had excellent seasons in 2007-08 , where he played the most minutes of any player in the league ."
3471075673,6/22/2023 16:20:51,6655879146,6/22/2023 16:19:54,False,cf_internal,1.0,46282460,US,Florida,Land O' Lakes,47.198.82.26,,,,"-'Learned' is the correct spelling of 'learn' in the past tense.
-The possessive 'your' is meant here instead of the pronoun 'you.'",I {learnt=>learned} from {you=>your} letter that I 've won the first prize .,fce_test_215,I learnt from you letter that I 've won the first prize .,I learned from your letter that I 've won the first prize .
3471075674,7/11/2023 05:38:39,6661903580,7/11/2023 05:33:27,False,cf_internal,1.0,46922503,IT,Veneto,Vicenza,93.70.93.159,,,,"- ""Have"" is required after the modal ""will.""
- The subject ""it"" is required before ""will.""
- A comma is inserted to mark the following clause as nonessential.
- ""All"" was replaced with ""whole"" to improve fluency.
- ""Of"" was replaced with ""in"" to improve fluency.
- ""By"" was inserted to improve clarity and fluency.
- ""The"" was removed as it is unnecessary in the set phrase ""watching TV.""","I think that it will {has=>have} a similar structure but {it=>} will include some new technological advantages {=>,} like having {all=>} the {=>whole} house controlled by a computer so that , for example , we can turn on the lights {of=>in} the bedroom just {=>by} pressing a button while we are watching {the=>} TV sitting on the sofa .",fce_test_391,"I think that it will has a similar structure but it will include some new technological advantages like having all the house controlled by a computer so that , for example , we can turn on the lights of the bedroom just pressing a button while we are watching the TV sitting on the sofa .","I think that it will have a similar structure but will include some new technological advantages , like having the whole house controlled by a computer so that , for example , we can turn on the lights in the bedroom just by pressing a button while we are watching TV sitting on the sofa ."
3471075675,6/22/2023 18:20:30,6655900219,6/22/2023 18:19:24,False,cf_internal,1.0,47004074,US,Illinois,Chicago,154.47.25.194,,,,- Putting the comma and period inside the quotations follows American English rules.,"A similar sentence with visual predicates is claimed to be , "" I can see it clearly {"" ,=>,""} or with auditory predicates , "" That sounds right to {me .=>me. ""}",wiki_test_537,"A similar sentence with visual predicates is claimed to be , "" I can see it clearly "" , or with auditory predicates , "" That sounds right to me .","A similar sentence with visual predicates is claimed to be , "" I can see it clearly ,"" or with auditory predicates , "" That sounds right to me. """
3471075676,7/11/2023 08:13:50,6661971634,7/11/2023 08:08:55,False,cf_internal,1.0,46922503,IT,Veneto,Vicenza,93.70.93.159,,,,"- Commas are required after certain clauses at the beginning of sentences such as temporal clauses and ing-clauses.
- ""A"" was removed as it is not required with the noun ""training.""
- ""Real"" was removed as ""come to life"" is a set phrase.
- A period was inserted before ""depending"" to properly separate two independent clauses. 
- Commas were inserted around ""for instance"" as it is an added clause that is unnecessary to the main clause.
- The misspelling ""wich"" was corrected to ""which.""
- ""These"" was changed to ""it"" to agree with the verb ""enables.""
- The word ""stuff"" was corrected to ""staff"" as it is more likely based on the context.
- A period was inserted before ""students"" to separate two independent clauses.
-
-","Once students have taken a shower after {a=>} hard physical training {=>,} they come to {real=>} life {, depending=>. Depending} on their {levels=>level ,} they have to study {=>,} for instance {=>,} languages {wich=>, which} I personally find very important for a person working in the tourism field because {these=>it} enables {stuff=>staff} to communicate with clients in a proper way {, students=>. Students} have to manage to speak at least three languages .",fce_dev_695,"Once students have taken a shower after a hard physical training they come to real life , depending on their levels they have to study for instance languages wich I personally find very important for a person working in the tourism field because these enables stuff to communicate with clients in a proper way , students have to manage to speak at least three languages .","Once students have taken a shower after hard physical training , they come to life . Depending on their level , they have to study , for instance , languages , which I personally find very important for a person working in the tourism field because it enables staff to communicate with clients in a proper way . Students have to manage to speak at least three languages ."
3471075677,6/23/2023 14:30:11,6656289595,6/23/2023 14:28:31,False,cf_internal,1.0,46282460,US,Florida,Land O' Lakes,47.198.82.26,,,,"-This edit improves the word choice in order to make the sentence sound more natural.
-This edit corrects the conjugation of the verb.",Carrots have also been proven to {show improvements in=>benefit} many areas of health such as {improved=>improving} vision as well as lowering your risk of cancer by lowering cholesterol levels in the body .,wiki_test_396,Carrots have also been proven to show improvements in many areas of health such as improved vision as well as lowering your risk of cancer by lowering cholesterol levels in the body .,Carrots have also been proven to benefit many areas of health such as improving vision as well as lowering your risk of cancer by lowering cholesterol levels in the body .
3471075678,6/22/2023 20:48:41,6655927968,6/22/2023 20:45:31,False,cf_internal,1.0,47004074,US,Indiana,Columbus,73.103.214.139,,it looks like the sentence isn't finished so a period is incorrect,not_annotatable,,"American style guides , including those published by the Associated Press and the Modern Language Association , require capitalization where the colon is followed by an independent clause {=>.} ( i.e.",wiki_test_935,"American style guides , including those published by the Associated Press and the Modern Language Association , require capitalization where the colon is followed by an independent clause ( i.e.","American style guides , including those published by the Associated Press and the Modern Language Association , require capitalization where the colon is followed by an independent clause . ( i.e."
3471075679,6/23/2023 17:48:55,6656338998,6/23/2023 17:43:35,False,cf_internal,1.0,47004074,US,Indiana,Bloomington,68.38.141.196,,,,- The period was moved inside the quotes to adhere to certain style guides.,"We know what you have done and your dog will be sold {=>.} "" {.=>}",fce_test_677,"We know what you have done and your dog will be sold "" .","We know what you have done and your dog will be sold . """
3471075680,6/22/2023 16:58:08,6655885931,6/22/2023 16:42:46,False,cf_internal,1.0,47004074,US,Illinois,Chicago,154.47.25.194,,,,"- Changing ""Single-Player"" to ""Single-player"" aligns with American English capitalization rules.
- ""while"" is the American English spelling.","{Single-Player=>Single-player} mode is rated by Pegi international as a 13 + game , {whilst=>while} the multiplayer mode is unrated .",wiki_dev_735,"Single-Player mode is rated by Pegi international as a 13 + game , whilst the multiplayer mode is unrated .","Single-player mode is rated by Pegi international as a 13 + game , while the multiplayer mode is unrated ."
3471075681,6/22/2023 13:57:39,6655852065,6/22/2023 13:55:54,False,cf_internal,1.0,46282460,US,Florida,Land O' Lakes,47.198.82.26,,,,"-'Put' requires a direct object, so 'that' was inserted to make the sentence grammatical.",Why do you put {=>that} on the paper then ?,fce_dev_181,Why do you put on the paper then ?,Why do you put that on the paper then ?
3471075682,7/11/2023 09:06:00,6661988383,7/11/2023 09:05:13,False,cf_internal,1.0,46922503,IT,Veneto,Vicenza,93.70.93.159,,,,"- ""For"" was replaced with ""to"" as the set phrase ""look to"" fits the meaning of ""rely on"" that is implied by the sentence.",Every person in the world looks {for=>to} technology everyday to improve the way they live their own life .,fce_test_639,Every person in the world looks for technology everyday to improve the way they live their own life .,Every person in the world looks to technology everyday to improve the way they live their own life .
3471075683,6/22/2023 19:59:45,6655918969,6/22/2023 19:55:11,False,cf_internal,1.0,47004074,US,Indiana,Columbus,73.103.214.139,,,,"- A comma was added to adhere to English grammar rules.
- ""to"" was deleted because it is not needed before the verb ""go.""","First of all {=>,} I recommend you {to=>} go on the 8 a.m. boat .",fce_test_630,First of all I recommend you to go on the 8 a.m. boat .,"First of all , I recommend you go on the 8 a.m. boat ."
3471075684,6/23/2023 16:57:00,6656321994,6/23/2023 16:48:12,False,cf_internal,1.0,47004074,US,Indiana,Bloomington,68.38.141.196,,,,"- The pronoun was changed to be grammatical.
- Three spelling errors were corrected.","During the afternoon , Tim and {me=>I} spent the hours before the {concer laying on=>concert playing in} the park next to the sport hall where the concert was to be held .",fce_test_202,"During the afternoon , Tim and me spent the hours before the concer laying on the park next to the sport hall where the concert was to be held .","During the afternoon , Tim and I spent the hours before the concert playing in the park next to the sport hall where the concert was to be held ."
3471075685,6/23/2023 17:43:34,6656337287,6/23/2023 17:41:02,False,cf_internal,1.0,47004074,US,Indiana,Bloomington,68.38.141.196,,,,"- A comma was added after the introductory phrase.
- The tense was changed to match the tense of the rest of the sentence.","The first thing that annoyed me {=>,} were the forty-five minutes we {were waiting=>waited} for the beginning .",fce_dev_238,The first thing that annoyed me were the forty-five minutes we were waiting for the beginning .,"The first thing that annoyed me , were the forty-five minutes we waited for the beginning ."
3471075686,6/23/2023 17:54:58,6656340939,6/23/2023 17:53:53,False,cf_internal,1.0,47004074,US,Indiana,Bloomington,68.38.141.196,this word can be capitalized and not capitalized,,,"- ""Dadaist"" was de-capitalized to adhere to certain capitalization rules.","Hitler 's opinion was that abstract , {Dadaist=>dadaist} , expressionist , and modern art were decadent , an opinion that became the basis for policy .",wiki_dev_291,"Hitler 's opinion was that abstract , Dadaist , expressionist , and modern art were decadent , an opinion that became the basis for policy .","Hitler 's opinion was that abstract , dadaist , expressionist , and modern art were decadent , an opinion that became the basis for policy ."
3471075687,6/23/2023 16:58:41,6656322465,6/23/2023 16:57:45,False,cf_internal,1.0,47004074,US,Indiana,Bloomington,68.38.141.196,,i think these corrections make the sentence less grammatical and harder to read.,not_annotatable,,Spamming is the abuse of electronic messaging systems {to=>} indiscriminately {send=>sending} unsolicited bulk messages .,wiki_dev_84,Spamming is the abuse of electronic messaging systems to indiscriminately send unsolicited bulk messages .,Spamming is the abuse of electronic messaging systems indiscriminately sending unsolicited bulk messages .
3471075688,6/23/2023 12:31:02,6656262573,6/23/2023 12:27:25,False,cf_internal,1.0,46282460,US,Florida,Land O' Lakes,47.198.82.26,,,,"-'Vacuum' is spelled with two u's. 
-This edit inserts an Oxford comma.
-The singular form of the word is more typical in this context.","He is known for his zany stage show , where he has played the {vacum=>vacuum} , jumped rope with his microphone wire {=>,} and stopped songs to tell the {audiences=>audience} his thoughts on different topics .",wiki_test_178,"He is known for his zany stage show , where he has played the vacum , jumped rope with his microphone wire and stopped songs to tell the audiences his thoughts on different topics .","He is known for his zany stage show , where he has played the vacuum , jumped rope with his microphone wire , and stopped songs to tell the audience his thoughts on different topics ."
3471075689,6/22/2023 17:20:10,6655890698,6/22/2023 17:11:55,False,cf_internal,1.0,47004074,US,Illinois,Chicago,154.47.25.194,,,,"- Changing ""are people"" to ""were"" corrects the tense of the sentence.
- Removing ""from"" and adding ""represented"" complete the sentence given the first change.","First of all , you must invite artists and stars from more countries around the world , because there {are people=>were} only {from=>} six countries {=>represented} .",fce_test_458,"First of all , you must invite artists and stars from more countries around the world , because there are people only from six countries .","First of all , you must invite artists and stars from more countries around the world , because there were only six countries represented ."
3471075690,7/11/2023 07:29:49,6661957155,7/11/2023 07:28:58,False,cf_internal,1.0,46922503,IT,Veneto,Vicenza,93.70.93.159,,,,"- ""Accomadate so"" was changed to ""accomdate as ... as"" because the previous phrase is incomplete.","The performances were great , but some halls were too small to {accomodate so=>accommodate as} many people {=>as} there were that day .",fce_test_62,"The performances were great , but some halls were too small to accomodate so many people there were that day .","The performances were great , but some halls were too small to accommodate as many people as there were that day ."
3471075691,6/22/2023 16:15:14,6655878167,6/22/2023 16:10:39,False,cf_internal,1.0,47004074,US,Illinois,Chicago,154.47.25.194,,,,- A comma was added before 'but' to join two independent clauses,"It was dangerous {=>,} but I knew I had to do it .",fce_dev_664,It was dangerous but I knew I had to do it .,"It was dangerous , but I knew I had to do it ."
3471075692,6/22/2023 16:42:44,6655883025,6/22/2023 16:41:14,False,cf_internal,1.0,47004074,US,Illinois,Chicago,154.47.25.194,,,,"- Removing ""And"" follows traditional grammar rules, but it is okay to start a sentence with a conjunction depending on the audience.",{And what=>What} is the weather like ?,fce_test_750,And what is the weather like ?,What is the weather like ?
3471075693,6/22/2023 14:00:33,6655852770,6/22/2023 13:57:40,False,cf_internal,1.0,46282460,US,Florida,Land O' Lakes,47.198.82.26,,,,"-This 'to' is ungrammatical with 'going.'
-The past participle 'called' should be used in this context instead of 'call.'","Driscoll suggests {to=>} going to Whitewood , where the events surrounding Elizabeth Selwyn actually happened , and suggests she stay at a hotel {call=>called} the Raven 's Inn .",wiki_dev_315,"Driscoll suggests to going to Whitewood , where the events surrounding Elizabeth Selwyn actually happened , and suggests she stay at a hotel call the Raven 's Inn .","Driscoll suggests going to Whitewood , where the events surrounding Elizabeth Selwyn actually happened , and suggests she stay at a hotel called the Raven 's Inn ."
3471075694,6/22/2023 16:00:58,6655875525,6/22/2023 15:59:54,False,cf_internal,1.0,46282460,US,Florida,Land O' Lakes,47.198.82.26,,incorrect,not_annotatable,,"Thus , LPLs have a free alcohol in either {=>,} the sn-1 or sn-2 position .",wiki_test_568,"Thus , LPLs have a free alcohol in either the sn-1 or sn-2 position .","Thus , LPLs have a free alcohol in either , the sn-1 or sn-2 position ."
3471075695,6/22/2023 16:25:41,6655880062,6/22/2023 16:21:14,False,cf_internal,1.0,47004074,US,Illinois,Chicago,154.47.25.194,,A comma is not needed there.,not_annotatable,- Incorrect,"Many black Canadians today are of Caribbean Ancestry , with some of recent African origin {=>,} and smaller numbers from Latin American countries .",wiki_test_576,"Many black Canadians today are of Caribbean Ancestry , with some of recent African origin and smaller numbers from Latin American countries .","Many black Canadians today are of Caribbean Ancestry , with some of recent African origin , and smaller numbers from Latin American countries ."
3471075696,6/22/2023 13:52:35,6655850782,6/22/2023 13:50:33,False,cf_internal,1.0,46282460,US,Florida,Land O' Lakes,47.198.82.26,,,,-'Situation' cannot be left on its own like this without either being plural or receiving an article. An alternative correction would be to insert 'a' before 'situation.',Some people will do crazy things in {situation=>situations} like this .,fce_dev_394,Some people will do crazy things in situation like this .,Some people will do crazy things in situations like this .
3471075697,7/11/2023 08:30:46,6661977963,7/11/2023 08:13:52,False,cf_internal,1.0,46922503,IT,Veneto,Vicenza,93.70.93.159,,,,"- ""A new"" was changed to ""New"" as the context suggests that technology is general rather than specific. 
- The comma was removed as it is not required before the phrase ""so that.""
- ""That"" was inserted for clarity.
- The British spelling of ""colour"" was changed to the American English standard.","{A new=>New} technology and science will change fabrics {,=>} so {=>that} they will change {their colour=>color} during the day .",fce_dev_125,"A new technology and science will change fabrics , so they will change their colour during the day .",New technology and science will change fabrics so that they will change color during the day .
3471075698,6/22/2023 18:36:25,6655902333,6/22/2023 18:26:12,False,cf_internal,1.0,47004074,US,Illinois,Chicago,154.47.25.194,,,,"- ""The"" is added because ""time"" requires an article in this usage.
- ""together"" is not needed in this sentence because ""with"" is used.","Over the years Tarkovsky wrote several screenplay variants , at {=>the} time working {together=>} with Aleksandr Misharin .",wiki_test_915,"Over the years Tarkovsky wrote several screenplay variants , at time working together with Aleksandr Misharin .","Over the years Tarkovsky wrote several screenplay variants , at the time working with Aleksandr Misharin ."
3471075699,6/22/2023 14:08:33,6655854585,6/22/2023 14:05:29,False,cf_internal,1.0,46282460,US,Florida,Land O' Lakes,47.198.82.26,,,,-This non-restrictive clause should have a comma following it.,"According to Statistisk sentralbyrå ( SSB ) {=>,} there were 192 homosexual partnerships recorded in 2004 .",wiki_dev_887,According to Statistisk sentralbyrå ( SSB ) there were 192 homosexual partnerships recorded in 2004 .,"According to Statistisk sentralbyrå ( SSB ) , there were 192 homosexual partnerships recorded in 2004 ."
3471075700,7/11/2023 09:03:43,6661987796,7/11/2023 09:00:15,False,cf_internal,1.0,46922503,IT,Veneto,Vicenza,93.70.93.159,,,,"- ""Policeman"" was changed to ""police"" as it is plural, gender neutral, and more concise.
- ""Do"" was replaced with ""would"" to emphasize the hypothetical nature of the phrase.
- ""Just"" was inserted to improve fluency.
- ""To"" was inserted because the infinitive form requires ""to"" when following ""want.""
- ""What is happening to us"" was removed to improve fluency and clarity.","But we have to accept that everyone has {their private life for=>privacy . For} example {=>,} when we get married or when {policeman=>police} stop us on the highway , we {do=>would} n't want {=>just} any stranger {=>to} notice that {what is happening to us=>} .",fce_test_187,"But we have to accept that everyone has their private life for example when we get married or when policeman stop us on the highway , we do n't want any stranger notice that what is happening to us .","But we have to accept that everyone has privacy . For example , when we get married or when police stop us on the highway , we would n't want just any stranger to notice that ."
3471075701,6/23/2023 12:36:58,6656264054,6/23/2023 12:33:11,False,cf_internal,1.0,46282460,US,Florida,Land O' Lakes,47.198.82.26,,,,-The comma isn't necessary here because what follows is a dependent clause.,"The first attempt at execution failed : Kemmler was electrocuted for 17 seconds {,=>} but remained alive .",wiki_dev_683,"The first attempt at execution failed : Kemmler was electrocuted for 17 seconds , but remained alive .",The first attempt at execution failed : Kemmler was electrocuted for 17 seconds but remained alive .
3471075702,6/23/2023 17:07:54,6656324763,6/23/2023 17:07:28,False,cf_internal,1.0,47004074,US,Indiana,Bloomington,68.38.141.196,,,,"- ""question"" was changed to ""request"" to fix a lexical error.",Now I hope that you can understand my {question=>request} for some money back because of the trouble I had .,fce_dev_611,Now I hope that you can understand my question for some money back because of the trouble I had .,Now I hope that you can understand my request for some money back because of the trouble I had .
3471075703,6/23/2023 17:10:16,6656325685,6/23/2023 17:09:09,False,cf_internal,1.0,47004074,US,Indiana,Bloomington,68.38.141.196,,,,"- The article was changed to account for ""earlier"" starting with a vowel, and ""earlier"" was moved to make the sentence more grammatical.","Tipp led by 7 points midway through the half , but Louth , after missing {a=>an earlier} penalty {earlier=>} , scored from their second and made a tight finish .",wiki_test_770,"Tipp led by 7 points midway through the half , but Louth , after missing a penalty earlier , scored from their second and made a tight finish .","Tipp led by 7 points midway through the half , but Louth , after missing an earlier penalty , scored from their second and made a tight finish ."
3471075704,6/22/2023 16:34:22,6655881500,6/22/2023 16:33:38,False,cf_internal,1.0,46282460,US,Florida,Land O' Lakes,47.198.82.26,,,,-This edit substitutes the intended word. 'Brake' means to stop a vehicle.,Some people have raised concerns that cloud computing could {brake=>break} EU data protection rules .,wiki_dev_178,Some people have raised concerns that cloud computing could brake EU data protection rules .,Some people have raised concerns that cloud computing could break EU data protection rules .
3471075705,7/11/2023 06:03:42,6661916529,7/11/2023 06:03:14,False,cf_internal,1.0,46922503,IT,Veneto,Vicenza,93.70.93.159,,,,"- ""Weather"" typically requires the article ""the.""",I also would like to get some information about {=>the} weather .,fce_test_234,I also would like to get some information about weather .,I also would like to get some information about the weather .
3471075706,6/23/2023 17:49:11,6656339082,6/23/2023 17:48:57,False,cf_internal,1.0,47004074,US,Indiana,Bloomington,68.38.141.196,,This is meaning changing.,not_annotatable,,They {just=>will} look funny !,fce_dev_551,They just look funny !,They will look funny !
3471075707,7/11/2023 05:45:29,6661906845,7/11/2023 05:44:48,False,cf_internal,1.0,46922503,IT,Veneto,Vicenza,93.70.93.159,,,,- Past tense is more typical in a narrative context.,"However , much to everyone 's surprise , Oakfield , Okazaki , and S.mouse {turn=>turned} up at Nathan 's farewell party .",wiki_dev_917,"However , much to everyone 's surprise , Oakfield , Okazaki , and S.mouse turn up at Nathan 's farewell party .","However , much to everyone 's surprise , Oakfield , Okazaki , and S.mouse turned up at Nathan 's farewell party ."
3471075708,7/11/2023 06:47:07,6661939679,7/11/2023 06:45:24,False,cf_internal,1.0,46922503,IT,Veneto,Vicenza,93.70.93.159,,,,"- Commas were inserted before and after ""in theory"" to mark it as a nonessential and separate clause.
- An article is required with the adjective added to ""half.""","The British Iron Age lasted {=>,} in theory {=>,} from the first significant use of iron for tools and weapons in Britain to the Romanization of {=>the} southern half of the island .",wiki_test_791,The British Iron Age lasted in theory from the first significant use of iron for tools and weapons in Britain to the Romanization of southern half of the island .,"The British Iron Age lasted , in theory , from the first significant use of iron for tools and weapons in Britain to the Romanization of the southern half of the island ."
3471075709,6/22/2023 17:11:53,6655889023,6/22/2023 17:03:02,False,cf_internal,1.0,47004074,US,Illinois,Chicago,154.47.25.194,,,,"- ""have"" was changed to ""did,"" which is the correct form for English.",I {have=>did} not expect it .,fce_dev_527,I have not expect it .,I did not expect it .
3471075710,6/23/2023 13:14:33,6656272627,6/23/2023 13:13:45,False,cf_internal,1.0,46282460,US,Florida,Land O' Lakes,47.198.82.26,,-Bad edit,not_annotatable,-This edit changes the meaning without really benefitting the sentence.,Can I wash {any=>my} clothes there ?,fce_dev_323,Can I wash any clothes there ?,Can I wash my clothes there ?
3471075711,6/22/2023 16:23:21,6655879623,6/22/2023 16:20:52,False,cf_internal,1.0,46282460,US,Florida,Land O' Lakes,47.198.82.26,,,,"-The comma is needed here because this is a nonrestrictive clause.
-This edit corrects the spelling of 'professor.'","In addition to his judgeship , between 1896 and 1900 {=>,} Taft also served as the first dean and a {orofessor=>professor} of Constitutional Law at the University of Cincinnati .",wiki_test_146,"In addition to his judgeship , between 1896 and 1900 Taft also served as the first dean and a orofessor of Constitutional Law at the University of Cincinnati .","In addition to his judgeship , between 1896 and 1900 , Taft also served as the first dean and a professor of Constitutional Law at the University of Cincinnati ."
3471075712,7/11/2023 09:05:11,6661988216,7/11/2023 09:03:45,False,cf_internal,1.0,46922503,IT,Veneto,Vicenza,93.70.93.159,,,,"- The comma was inserted because the following phrase is complete and independent. 
- The phrase ""there weren't even your famous discounts available"" was changed to ""your famous discounts weren't even available"" to improve clarity and fluency.","To make things even worse , the play did n't start at 19 : 30 as it was supposed to {=>,} but instead it started 45 minutes late , at 20 : 15 , and {there=>your famous discounts} were n't even {your famous discounts=>} available .",fce_test_711,"To make things even worse , the play did n't start at 19 : 30 as it was supposed to but instead it started 45 minutes late , at 20 : 15 , and there were n't even your famous discounts available .","To make things even worse , the play did n't start at 19 : 30 as it was supposed to , but instead it started 45 minutes late , at 20 : 15 , and your famous discounts were n't even available ."
