_unit_id,_unit_state,_trusted_judgments,_last_judgment_at,comments,describe_why_this_is_not_annotatable,not_annotatable,not_annotatable:confidence,please_explain_the_revisions_write_na_if_not_annotatable,aligned,id,original,revised
3471075713,finalized,1,6/22/2023 20:03:17,,,,1.0,- The article was corrected because it precedes a word that starts with a consonant.,"The Lycée 's secondary school accommodates approximately 309 students on {an=>a} campus in Bethesda , Maryland , from downtown Washington , D.C .",wiki_test_930,"The Lycée 's secondary school accommodates approximately 309 students on an campus in Bethesda , Maryland , from downtown Washington , D.C .","The Lycée 's secondary school accommodates approximately 309 students on a campus in Bethesda , Maryland , from downtown Washington , D.C ."
3471075714,finalized,1,6/23/2023 12:56:15,,,,1.0,"-This edit adds a comma after this introductory phrase.
-This edit adds a comma because two independent clauses are being joined with coordinating conjunction.
-This edit adds a comma and the word 'like' to make this a nonrestrictive clause expanding on what kind of buildings are included.
-This edit adds the necessary period to the abbreviation for et cetera.","After some intense public debate {=>,} a local harbor board was established in 1906 {=>,} and a boom in architectural creativity soon followed during which many of the currently listed heritage {buildings St Monicas ,=>buildings, like St. Monica's} Central Hotel {etc=>, etc.} were constructed .",wiki_test_488,"After some intense public debate a local harbor board was established in 1906 and a boom in architectural creativity soon followed during which many of the currently listed heritage buildings St Monicas , Central Hotel etc were constructed .","After some intense public debate , a local harbor board was established in 1906 , and a boom in architectural creativity soon followed during which many of the currently listed heritage buildings, like St. Monica's Central Hotel , etc. were constructed ."
3471075716,finalized,1,6/22/2023 20:15:28,,,,1.0,"- ""Style"" is more correct when talking about types of art.",Bridget Flannery ( 1959- ) is an Irish painter working in an abstract {manner=>style} .,wiki_dev_614,Bridget Flannery ( 1959- ) is an Irish painter working in an abstract manner .,Bridget Flannery ( 1959- ) is an Irish painter working in an abstract style .
3471075717,finalized,1,6/23/2023 17:29:58,,,,1.0,"- Adding ""There are"" before ""activities"" makes the sentence more grammatical and natural.
- The spelling of ""programme"" to ""program"" was changed to adhere to the American English spelling.
- A comma was added to the list to adhere to the rules of English grammar and certain style guides.","{Activities=>There are activities} connected with the social {programme=>program} such as international evenings , sing along parties {=>,} and indoor games .",fce_dev_62,"Activities connected with the social programme such as international evenings , sing along parties and indoor games .","There are activities connected with the social program such as international evenings , sing along parties , and indoor games ."
3471075720,finalized,1,6/22/2023 14:15:27,,,,1.0,"-The comma is inserted because two independent clauses are being joined by a coordinating conjunction.
-In American English, 'advert' is not used as an abbreviated form of 'advertisement.' 'Ad' would be an alternative, abbreviated form that would work though.
-The semicolon replaces the comma here because the two complex independent clauses are being joined without a coordinating conjunction (the but here applies to the structure within the second complex independent clause).
-These different changes simplify the sentence structure to the benefit of the sentence.","Firstly , I am a fan of Danny Brook {=>,} so your {advert=>advertisement} attracted me {=>;} but when I went {=>,} there {=>was} a different actor {was=>} in the musical show {instead of him=>} .",fce_dev_579,"Firstly , I am a fan of Danny Brook so your advert attracted me but when I went there a different actor was in the musical show instead of him .","Firstly , I am a fan of Danny Brook , so your advertisement attracted me ; but when I went , there was a different actor in the musical show ."
3471075722,finalized,1,6/22/2023 20:14:52,I think the last deletion is incorrect.,,,1.0,"- The preposition ""in"" was changed to ""with"" because that is the correct preposition.
- Since this doesn't seem to be a contrasting sentence, ""as"" is more correct.",I was already happy to help {in=>with} such a big concert {than the=>as} Mylene Farmer {'s concert=>} .,fce_dev_842,I was already happy to help in such a big concert than the Mylene Farmer 's concert .,I was already happy to help with such a big concert as Mylene Farmer .
3471075723,finalized,1,6/23/2023 16:38:30,,,,1.0,"- ""you"" is added because ""tell"" requires a direct object.
- ""the"" was added because an article is needed in this noun phrase.","Secondly , I would like to tell {=>you} more about {=>the} end-of-conference party .",fce_dev_780,"Secondly , I would like to tell more about end-of-conference party .","Secondly , I would like to tell you more about the end-of-conference party ."
3471075724,finalized,1,6/22/2023 14:00:56,,,,1.0,-The first word in a sentence must be capitalized.,{it=>It} will be on the 14th and we all want to go .,fce_dev_700,it will be on the 14th and we all want to go .,It will be on the 14th and we all want to go .
3471075726,finalized,1,6/22/2023 20:43:02,,,,1.0,"- A comma is inserted after an introductory phrase.
- The spelling error was corrected.
- ""Something interesting"" is more natural and fluent.","If you are going shopping {=>,} someone can easily steal your wallet {which=>while} you are looking at {some=>something} interesting {things=>} .",fce_dev_530,If you are going shopping someone can easily steal your wallet which you are looking at some interesting things .,"If you are going shopping , someone can easily steal your wallet while you are looking at something interesting ."
3471075727,finalized,1,6/22/2023 13:20:47,,,,1.0,-The comma is replaced by a semicolon because the two joined clauses are independent clauses and there is no coordinating conjunction. A comma is inserted after 'however' because it is an introductory phrase.,"Nerva sought to involve the Senate in his government {, however this=>; however, he} was not entirely successful .",wiki_test_467,"Nerva sought to involve the Senate in his government , however this was not entirely successful .","Nerva sought to involve the Senate in his government ; however, he was not entirely successful ."
3471075728,finalized,1,6/23/2023 16:26:50,,,,1.0,- A comma was correctly added after the introductory phrase.,"According to the account by the Chechen fighter {=>,} Dalkhan Kozayev , the attacking forces numbered 42 tanks and 8 BTR-type wheeled APCs , a number of other vehicles , and more than 3,000 men .",wiki_dev_244,"According to the account by the Chechen fighter Dalkhan Kozayev , the attacking forces numbered 42 tanks and 8 BTR-type wheeled APCs , a number of other vehicles , and more than 3,000 men .","According to the account by the Chechen fighter , Dalkhan Kozayev , the attacking forces numbered 42 tanks and 8 BTR-type wheeled APCs , a number of other vehicles , and more than 3,000 men ."
3471075729,finalized,1,6/22/2023 13:36:55,,,,1.0,"-The time is rewritten to reflect the standards of American English.
-The time is rewritten to reflect the standards of American English.",The show can be seen between {10.00=>10 : 00} - {19.00=>7 : 00} .,fce_dev_74,The show can be seen between 10.00 - 19.00 .,The show can be seen between 10 : 00 - 7 : 00 .
3471075732,finalized,1,6/22/2023 13:21:38,,,,1.0,-'Rumoured' is replaced with 'rumored' to reflect American English spelling conventions.,Mulcair later clarified that he had actually been referring to the {rumoured=>rumored} existence of pictures showing Bin Laden reaching for a gun before he was killed .,wiki_test_898,Mulcair later clarified that he had actually been referring to the rumoured existence of pictures showing Bin Laden reaching for a gun before he was killed .,Mulcair later clarified that he had actually been referring to the rumored existence of pictures showing Bin Laden reaching for a gun before he was killed .
3471075733,finalized,1,6/22/2023 13:54:46,,,,1.0,"-A comma splice is removed.
-This extra closing parenthesis is deleted.","Lansky had apparently already obtained the approval of the Duke of Windsor for Lansky 's plans to develop gambling on the islands {,=>} and was working with Christie , a property developer and Bahamian legislator , and other notable Bahamians , including Stafford Sands ( who served as the jury foreman at the de Marigny murder trial ) {)=>} , to bring this about .",wiki_test_215,"Lansky had apparently already obtained the approval of the Duke of Windsor for Lansky 's plans to develop gambling on the islands , and was working with Christie , a property developer and Bahamian legislator , and other notable Bahamians , including Stafford Sands ( who served as the jury foreman at the de Marigny murder trial ) ) , to bring this about .","Lansky had apparently already obtained the approval of the Duke of Windsor for Lansky 's plans to develop gambling on the islands and was working with Christie , a property developer and Bahamian legislator , and other notable Bahamians , including Stafford Sands ( who served as the jury foreman at the de Marigny murder trial ) , to bring this about ."
3471075734,finalized,1,6/22/2023 16:01:51,,,,1.0,"-'On' should be lowercase here.
-This revision changes the date format to follow the standard in American English.","Version 1.02 was released {On=>on December} 5 {December=>,} 2008 .",wiki_dev_588,Version 1.02 was released On 5 December 2008 .,"Version 1.02 was released on December 5 , 2008 ."
3471075735,finalized,1,6/22/2023 16:29:05,,,,1.0,"-This comma is necessary because the preceding is an introductory phrase.
-This comma is necessary because the preceding is a nonrestrictive clause.
-This comma is necessary because what follows is direct address.
-This comma is replaced with a period (and the capitalization fixed) because there are two independent clauses without coordinating conjunction. Alternative solutions include replacing the comma with a semicolon or adding 'and' after the comma.
-This comma is added assuming what would follow the and is an independent clause, which may not be the case.","Yesterday {=>,} as I was arriving home {=>,} I saw him in your yard {=>,} Mack {, he=>. He} looked very satisfied , Curly was laying on the grass {=>,} and ... """,fce_test_52,"Yesterday as I was arriving home I saw him in your yard Mack , he looked very satisfied , Curly was laying on the grass and ... ""","Yesterday , as I was arriving home , I saw him in your yard , Mack . He looked very satisfied , Curly was laying on the grass , and ... """
3471075736,finalized,1,6/22/2023 16:09:00,,,,1.0,"-This edit changes this phrase to 'English professor' because that is a more typical phrasing.
-I don't know if this is correct because it is in German.","Richard Lederer , an author and {=>English} professor {of English=>} , reports going to Germany and asking a vendor for a "" heißen {Hund=>hund} "" ( a literal translation of "" hot dog "" ) .",wiki_dev_645,"Richard Lederer , an author and professor of English , reports going to Germany and asking a vendor for a "" heißen Hund "" ( a literal translation of "" hot dog "" ) .","Richard Lederer , an author and English professor , reports going to Germany and asking a vendor for a "" heißen hund "" ( a literal translation of "" hot dog "" ) ."
3471075737,finalized,1,6/23/2023 17:57:02,,,,1.0,"- ""were"" was changed to ""was"" because it should be singular given the subject of the sentence.","Same Difference {were=>was} a British pop duo , made up of siblings Sean and Sarah Smith .",wiki_test_407,"Same Difference were a British pop duo , made up of siblings Sean and Sarah Smith .","Same Difference was a British pop duo , made up of siblings Sean and Sarah Smith ."
3471075738,finalized,1,6/23/2023 12:27:24,,,,1.0,"-This word fits a bit better in this context.
-'Optional' is the correct word here.","To sum up , it is a big school where you have a lot of interesting {lessons=>classes} and some {optionaly=>optional} activities to do in your free time .",fce_test_775,"To sum up , it is a big school where you have a lot of interesting lessons and some optionaly activities to do in your free time .","To sum up , it is a big school where you have a lot of interesting classes and some optional activities to do in your free time ."
3471075739,finalized,1,6/23/2023 12:17:26,,,,1.0,"-This edit fixes the spelling and tense of 'apologize;' it also changes the comma to a period so that the clauses are correctly punctuated.
-The correct word choice here is 'without,' given the context.","Obviously , Pat first refused , but then she accepted that she was wrong {=>and apologized to Maria . After that} , {and apologyse Maria , after then=>} Pat never again talked about someone {within=>without} his or her permission .",fce_dev_52,"Obviously , Pat first refused , but then she accepted that she was wrong , and apologyse Maria , after then Pat never again talked about someone within his or her permission .","Obviously , Pat first refused , but then she accepted that she was wrong and apologized to Maria . After that , Pat never again talked about someone without his or her permission ."
3471075740,finalized,1,6/22/2023 13:29:51,,,,1.0,"-A comma splice was removed.
-The noun 'cleaver' (which is a tool for cutting meat) was replaced with the adjective 'clever' (which means crafty or smart).
-The spelling of 'which' was corrected and a comma was inserted because it is introducing a nonrestrictive clause.
-A comma splice was removed.
-'Thing' is the correct word choice here instead of 'think.'
-The superlative 'most' better fits the intended meaning, and it should follow 'liked' instead of precede it.","I think {,=>} it was very {cleaver=>clever} of me to record that moment {wich=>, which} I will never {=>,} ever forget , and that was the {think that=>thing} I {more=>} liked {=>the most out} of that experience .",fce_test_669,"I think , it was very cleaver of me to record that moment wich I will never ever forget , and that was the think that I more liked of that experience .","I think it was very clever of me to record that moment , which I will never , ever forget , and that was the thing I liked the most out of that experience ."
3471075741,finalized,1,6/22/2023 16:47:14,,The only edit is incorrect.,not_annotatable,1.0,incorrect,"The .30 Carbine is a smaller and lighter {.30=>. 30} caliber ( 7.62 mm ) pistol round , very different , in both design and performance , from the .30 - '06 used in the Garand .",wiki_dev_615,"The .30 Carbine is a smaller and lighter .30 caliber ( 7.62 mm ) pistol round , very different , in both design and performance , from the .30 - '06 used in the Garand .","The .30 Carbine is a smaller and lighter . 30 caliber ( 7.62 mm ) pistol round , very different , in both design and performance , from the .30 - '06 used in the Garand ."
3471075742,finalized,1,6/22/2023 20:26:04,,,,1.0,"- A comma can be added after ""so"" depending on the style guide being followed.","So {=>,} she asked me to fill her position .",fce_test_29,So she asked me to fill her position .,"So , she asked me to fill her position ."
3471075743,finalized,1,6/22/2023 16:31:35,,,,1.0,"-Here, an Oxford comma is added.
-This edit corrects the spelling of 'truly.'","He played for several clubs in Brazil , including ( in chronological order ) Coritiba , Santos , Vitória {=>,} and Grêmio , and after that , his destiny is uncertain , and it is unknown if he is {trully=>truly} retired .",wiki_test_28,"He played for several clubs in Brazil , including ( in chronological order ) Coritiba , Santos , Vitória and Grêmio , and after that , his destiny is uncertain , and it is unknown if he is trully retired .","He played for several clubs in Brazil , including ( in chronological order ) Coritiba , Santos , Vitória , and Grêmio , and after that , his destiny is uncertain , and it is unknown if he is truly retired ."
3471075744,finalized,1,6/23/2023 14:35:17,,,,1.0,"-This edit inserts a necessary article for the noun 'retrospective album' and also corrects the spelling.
-These two edits correct the album name so that it is enclosed in quotation marks, and it also adds a necessary verb, 'was.'
-This edit adds a needed preposition, 'in.'","{Retrospective abum=>A retrospective album} of early singles called {'=>""} 1234 {=>:} The Early Singles {'=>"" was} released {=>in} 2006 .",wiki_dev_49,Retrospective abum of early singles called ' 1234 The Early Singles ' released 2006 .,"A retrospective album of early singles called "" 1234 : The Early Singles "" was released in 2006 ."
3471075745,finalized,1,6/22/2023 20:16:07,,,,1.0,"- ""building"" was de-capitalized to follow capitalization rules for common nouns in English.",The {Building=>building} 's original cost of $ 200 million was increased to $ 350 million over the course of construction .,wiki_test_416,The Building 's original cost of $ 200 million was increased to $ 350 million over the course of construction .,The building 's original cost of $ 200 million was increased to $ 350 million over the course of construction .
