_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,are_these_explanations_acceptable,please_include_your_reasons_for_rejecting_the_item,orig__channel,orig__city,orig__country,orig__created_at,orig__id,orig__ip,orig__region,orig__started_at,orig__tainted,orig__trust,orig__unit_id,orig__worker_id,aligned,comments,describe_why_this_is_not_annotatable,id,not_annotatable,original,please_explain_the_revisions_write_na_if_not_annotatable,revised
3476786123,7/17/2023 16:37:46,6664075020,7/17/2023 16:35:13,False,cf_internal,1.0,47003953,US,South Carolina,Rock Hill,67.197.134.125,reject,the_explanation_is_incorrect_confusing_or_slightly_off,cf_internal,Durham,US,7/3/2023 16:24:47,6659397273,45.37.101.164,North Carolina,7/3/2023 16:18:42,False,1.0,3473345693,46282460,"{2 -=>} They also think {,=>} that filming some of the lessons {that they usually have=>} , known as "" {one-to-one=>one-on-one} "" lessons , {=>will interest} people {who see this video , will be interested on knowing more about=>in} the school because {a=>} few English schools have {this=>these} sort of classes .",,,fce_dev_187,,"2 - They also think , that filming some of the lessons that they usually have , known as "" one-to-one "" lessons , people who see this video , will be interested on knowing more about the school because a few English schools have this sort of classes .","-This '2-' is likely incorrectly deleted and indicates that this is part of a numbered list.
-This is a comma splice, so the comma is removed.
-This stylistic edit deletes this chunk of text because it is bulky and adds little to the sentence.
-This is an incorrect edit that changes quoted material.
-These two stylistic edits make the sentence more concise without sacrificing meaning. 
-This is a meaning-changing edit that probably shouldn't have been made.
-The correct form should be 'these' because noun is plural.","They also think that filming some of the lessons , known as "" one-on-one "" lessons , will interest people in the school because few English schools have these sort of classes ."
3476786124,7/17/2023 16:57:26,6664078397,7/17/2023 16:56:57,False,cf_internal,1.0,47003953,US,South Carolina,Rock Hill,67.197.134.125,reject,the_explanation_is_incorrect_confusing_or_slightly_off,cf_internal,Durham,US,7/3/2023 15:02:08,6659373441,45.37.101.164,North Carolina,7/3/2023 14:56:14,False,1.0,3473344898,46282460,"So {=>,} in fact {=>,} people 's {home became=>homes will become} more {confienence=>convenient} and {comfortabler=>comfortable} .",,,fce_test_555,,So in fact people 's home became more confienence and comfortabler .,"-These commas set off the parenthetical, 'in fact,' from the rest of the sentence.
-This is a meaning-changing edit that probably incorrectly changes the tense of the verb.
-This edit corrects the spelling of 'convenient.'
-This edit corrects the spelling of 'comfortable.' 'Comfortabler' is not the correct form of the comparative.","So , in fact , people 's homes will become more convenient and comfortable ."
3476786125,7/17/2023 17:47:04,6664085359,7/17/2023 17:46:48,False,cf_internal,1.0,47003953,US,South Carolina,Rock Hill,67.197.134.125,accept,,cf_internal,Durham,US,7/5/2023 15:19:51,6660148683,45.37.101.164,North Carolina,7/5/2023 15:09:57,False,1.0,3473345510,46282460,Now the only {think=>thing} I have to do is to go to {=>the} computer room and turn on the computer .,,,fce_dev_180,,Now the only think I have to do is to go to computer room and turn on the computer .,"-The word that fits this context and is likely intended by the author is 'thing.'
-Common nouns like 'computer room' require articles in English if they are singular, so 'the' is added.",Now the only thing I have to do is to go to the computer room and turn on the computer .
3476786126,7/17/2023 17:46:13,6664085249,7/17/2023 17:36:48,False,cf_internal,1.0,47003953,US,South Carolina,Rock Hill,67.197.134.125,accept,,cf_internal,Durham,US,7/3/2023 16:37:45,6659400772,45.37.101.164,North Carolina,7/3/2023 16:34:29,False,1.0,3473344346,46282460,"This vertical line motif has appeared in every work since 2006 {=>,} with the exception of {I Want To LIve In A CIty Where=>"" i want to live in a city where} ... {=>""} ( The National Gallery , London {=>,} 2006 ) .",,,wiki_dev_869,,"This vertical line motif has appeared in every work since 2006 with the exception of I Want To LIve In A CIty Where ... ( The National Gallery , London 2006 ) .","-The comma is added here because what follows is a parenthetical.
-These two edits appear to be incorrect, though the work of art should be in quotation marks.
-This comma is added to correct the format of the citation.","This vertical line motif has appeared in every work since 2006 , with the exception of "" i want to live in a city where ... "" ( The National Gallery , London , 2006 ) ."
3476786130,7/14/2023 12:09:22,6663501366,7/14/2023 12:06:07,False,cf_internal,1.0,46282460,US,North Carolina,Durham,45.37.101.164,accept,,cf_internal,Greenville,US,7/8/2023 13:01:04,6661062703,152.117.96.129,North Carolina,7/8/2023 12:54:18,False,1.0,3473345484,46470821,"I really liked your idea of visiting your {theatre=>theater} restaurant , but because of the late start of the show , the restaurant was closed by the end of the show .",,,fce_dev_279,,"I really liked your idea of visiting your theatre restaurant , but because of the late start of the show , the restaurant was closed by the end of the show .","- The spelling for ""theater"" has been changed to match American English spelling conventions.","I really liked your idea of visiting your theater restaurant , but because of the late start of the show , the restaurant was closed by the end of the show ."
3476786131,7/14/2023 12:03:21,6663499943,7/14/2023 12:03:02,False,cf_internal,1.0,46282460,US,North Carolina,Durham,45.37.101.164,accept,,cf_internal,Greenville,US,7/1/2023 23:41:50,6659056844,152.117.96.129,North Carolina,7/1/2023 23:33:53,False,1.0,3473344339,46470821,"The events leading up to Araujo 's death were the subject of a pair of criminal trials in which it was alleged that the attackers were angered by the discovery that Araujo - who , at the time , was living as {=>a} female - was biologically male .",,,wiki_test_833,,"The events leading up to Araujo 's death were the subject of a pair of criminal trials in which it was alleged that the attackers were angered by the discovery that Araujo - who , at the time , was living as female - was biologically male .","- The indefinite article ""a"" was added because ""female"" is a grammatical noun rather than an adjective.","The events leading up to Araujo 's death were the subject of a pair of criminal trials in which it was alleged that the attackers were angered by the discovery that Araujo - who , at the time , was living as a female - was biologically male ."
3476786132,7/14/2023 15:18:24,6663534926,7/14/2023 15:16:59,False,cf_internal,1.0,46282460,US,North Carolina,Durham,45.37.101.164,reject,the_explanations_dont_cover_all_the_revisions,cf_internal,Greenville,US,7/8/2023 17:08:26,6661071038,152.117.96.129,North Carolina,7/8/2023 17:01:57,False,1.0,3473343999,46470821,"In its current use , some consider it to be torture because it produces a severe gag reflex and makes the recipient believe his death is imminent {, while=>. While} others {to not=>don't} believe it is torture because it does not leave permanent or lasting physical harm .",- the sentence break creates a grammatical issue in the second clause because it is not independent,,wiki_test_642,,"In its current use , some consider it to be torture because it produces a severe gag reflex and makes the recipient believe his death is imminent , while others to not believe it is torture because it does not leave permanent or lasting physical harm .","- The contraction ""don't"" was used to replace ""to not"" to match the subject ""others.""","In its current use , some consider it to be torture because it produces a severe gag reflex and makes the recipient believe his death is imminent . While others don't believe it is torture because it does not leave permanent or lasting physical harm ."
3476786133,7/14/2023 17:46:50,6663554794,7/14/2023 17:46:37,False,cf_internal,1.0,46282460,US,North Carolina,Durham,45.37.101.164,accept,,cf_internal,Greenville,US,7/8/2023 16:06:36,6661069046,152.117.96.129,North Carolina,7/8/2023 16:03:12,False,1.0,3473347046,46470821,"One of the odd qualifications was that the aircraft would have to have horsepower "" appropriate for a woman . "" Opal Kunz was told {he=>the} airplane was too fast for a woman to handle , and had to get another craft or stay out of the race .",,,wiki_dev_785,,"One of the odd qualifications was that the aircraft would have to have horsepower "" appropriate for a woman . "" Opal Kunz was told he airplane was too fast for a woman to handle , and had to get another craft or stay out of the race .","- The word ""the"" was corrected for spelling.","One of the odd qualifications was that the aircraft would have to have horsepower "" appropriate for a woman . "" Opal Kunz was told the airplane was too fast for a woman to handle , and had to get another craft or stay out of the race ."
3476786134,7/14/2023 18:29:36,6663559124,7/14/2023 18:19:56,False,cf_internal,1.0,46282460,US,North Carolina,Durham,45.37.101.164,accept,,cf_internal,Greenville,US,7/8/2023 15:45:58,6661068261,152.117.96.129,North Carolina,7/8/2023 15:39:48,False,1.0,3473346114,46470821,"Superintendent Chalmers tells Krabappel {=>that} she is suspended with full pay , but will have to report to a rubber room where teachers {spent=>spend} agonizing days waiting {until=>for} their fates {are=>to be} decided .",,,wiki_test_552,,"Superintendent Chalmers tells Krabappel she is suspended with full pay , but will have to report to a rubber room where teachers spent agonizing days waiting until their fates are decided .","- The word ""that"" was added between the first and second clauses. It is a stylistic edit, but sometimes adding this word provides clarity.
- The verb ""spent"" was changed to ""spend"" to convey that the rubber room is still in use.
- The verb combination ""until + are"" was replaced with ""for + to be."" This is a stylistic edit.","Superintendent Chalmers tells Krabappel that she is suspended with full pay , but will have to report to a rubber room where teachers spend agonizing days waiting for their fates to be decided ."
3476786135,7/14/2023 18:11:03,6663557566,7/14/2023 18:10:52,False,cf_internal,1.0,46282460,US,North Carolina,Durham,45.37.101.164,accept,,cf_internal,Greenville,US,7/4/2023 17:26:00,6659823781,152.117.96.129,North Carolina,7/4/2023 17:25:43,False,1.0,3473345449,46470821,"I 've always enjoyed the hazard and this time getting the password was , indeed , a tough {coockie=>cookie} .",,,fce_test_59,,"I 've always enjoyed the hazard and this time getting the password was , indeed , a tough coockie .","- The word ""cookie"" was corrected for spelling.","I 've always enjoyed the hazard and this time getting the password was , indeed , a tough cookie ."
3476786136,7/17/2023 17:08:57,6664079895,7/17/2023 17:08:35,False,cf_internal,1.0,47003953,US,South Carolina,Rock Hill,67.197.134.125,reject,the_explanations_dont_cover_all_the_revisions,cf_internal,Greenville,US,7/11/2023 03:16:58,6661839267,152.117.96.129,North Carolina,7/11/2023 03:13:09,False,1.0,3473344296,46470821,"I 'm {writting=>writing} to express my {feeling=>feelings} and {opinion=>opinions} about the International Arts Festival {=>,} which {=>was} held a few days ago .",,,fce_test_721,,I 'm writting to express my feeling and opinion about the International Arts Festival which held a few days ago .,"- The word ""writing"" was corrected for spelling.
- The words ""feelings""and ""opinions"" were made plural to be more natural. 
- A comma was added before ""which"" to mark the following clause that provides more detail about the Festival.","I 'm writing to express my feelings and opinions about the International Arts Festival , which was held a few days ago ."
3476786137,7/14/2023 15:48:27,6663539505,7/14/2023 15:48:05,False,cf_internal,1.0,46282460,US,North Carolina,Durham,45.37.101.164,reject,the_explanation_is_incorrect_confusing_or_slightly_off,cf_internal,Greenville,US,7/11/2023 00:12:26,6661783295,152.117.96.129,North Carolina,7/11/2023 00:04:22,False,1.0,3473344641,46470821,"In the fourth year {=>,} he is visited by a spacecraft that regularly brings him supplies and news from {the=>} Earth four times a year .",,,wiki_dev_760,,In the fourth year he is visited by a spacecraft that regularly brings him supplies and news from the Earth four times a year .,"- A comma was added after the introductory phrase. 
- ""The"" was added before Earth to convey that there is only one specific Earth.","In the fourth year , he is visited by a spacecraft that regularly brings him supplies and news from Earth four times a year ."
3476786140,7/14/2023 12:43:58,6663509309,7/14/2023 12:43:37,False,cf_internal,1.0,46282460,US,North Carolina,Durham,45.37.101.164,accept,,cf_internal,Greenville,US,7/2/2023 03:20:15,6659081451,152.117.96.129,North Carolina,7/2/2023 03:07:52,False,1.0,3473347388,46470821,"I have just flown to Earth from the Alpha Centauri System , the solar system where I {came=>come} from .",,,wiki_dev_686,,"I have just flown to Earth from the Alpha Centauri System , the solar system where I came from .","- The verb ""came"" was replaced with ""come."" This present tense version is used in American English to describe where someone originates from or grew up, whereas the past tense version would be used to describe a more recent, isolated event.","I have just flown to Earth from the Alpha Centauri System , the solar system where I come from ."
3476786141,7/14/2023 12:14:37,6663502661,7/14/2023 12:14:21,False,cf_internal,1.0,46282460,US,North Carolina,Durham,45.37.101.164,accept,,cf_internal,Greenville,US,7/2/2023 19:07:26,6659118120,152.117.96.129,North Carolina,7/2/2023 19:04:22,False,1.0,3473343745,46470821,"Personal {Collection.This=>Collection. This} is probably N1334U {=>,} taken at Orlando , Florida {=>,} in {april=>April} 1973 .","- the first edit, a period, could have been a colon",,wiki_dev_238,,"Personal Collection.This is probably N1334U taken at Orlando , Florida in april 1973 .","- A space was added where it was missing after the introductory title, ""Personal Collection.""
- A comma was added before ""taken"" to separate the first independent clause from the following clarifications about the subject of the sentence. 
- A comma was added after ""Florida."" When listing full locations and dates, commas are required to separate pieces of information for clarity.
- The name of the month ""April"" was capitalized.","Personal Collection. This is probably N1334U , taken at Orlando , Florida , in April 1973 ."
3476786142,7/14/2023 12:18:41,6663503579,7/14/2023 12:18:28,False,cf_internal,1.0,46282460,US,North Carolina,Durham,45.37.101.164,reject,the_explanation_is_incorrect_confusing_or_slightly_off,cf_internal,Greenville,US,7/4/2023 18:37:26,6659832833,152.117.96.129,North Carolina,7/4/2023 18:27:50,False,1.0,3473346135,46470821,"In 1994 , Rose fired guitarist Gilby Clarke and hired an old friend of his {,=>} named Paul Tobias .",,,wiki_test_481,,"In 1994 , Rose fired guitarist Gilby Clarke and hired an old friend of his , named Paul Tobias .","- A comma was removed before the phrase ""named Paul Tobias."" When information in a clause such as this is necessary for the meaning of the main clause, no comma is needed.","In 1994 , Rose fired guitarist Gilby Clarke and hired an old friend of his named Paul Tobias ."
3476786145,7/14/2023 16:59:11,6663548570,7/14/2023 16:58:26,False,cf_internal,1.0,46282460,US,North Carolina,Durham,45.37.101.164,accept,,cf_internal,Greenville,US,7/8/2023 15:19:51,6661067191,152.117.96.129,North Carolina,7/8/2023 15:11:38,False,1.0,3473346588,46470821,"According to the Supreme Court of Canada 's Section 15 jurisprudence , the equality guarantees {=>,} of section 15 {=>,} are aimed at preventing the "" violation of essential human dignity and freedom through the imposition of disadvantage , stereotyping , or political and social prejudices , and to promote a society in which all persons enjoy equal recognition {at=>by} law as human beings or as members of Canadian society , equally capable and equally deserving of concern , respect {=>,} and {consideration .=>consideration. ""}",,,wiki_test_745,,"According to the Supreme Court of Canada 's Section 15 jurisprudence , the equality guarantees of section 15 are aimed at preventing the "" violation of essential human dignity and freedom through the imposition of disadvantage , stereotyping , or political and social prejudices , and to promote a society in which all persons enjoy equal recognition at law as human beings or as members of Canadian society , equally capable and equally deserving of concern , respect and consideration .","- A comma was inserted before and after the phrase ""of section 15"" because it is a parenthetical note about the equality guarantees and serves to break up a long sentence.
- The word ""at"" was replaced with ""by"" to create the more natural phrase ""by law"" which conveys the idea that the recognition will be legal.
- A comma was inserted after ""respect"" to separate items in a list. This is the oxford comma.
- A final quotation mark was inserted after the end of the sentence to show that the quote has been completed.","According to the Supreme Court of Canada 's Section 15 jurisprudence , the equality guarantees , of section 15 , are aimed at preventing the "" violation of essential human dignity and freedom through the imposition of disadvantage , stereotyping , or political and social prejudices , and to promote a society in which all persons enjoy equal recognition by law as human beings or as members of Canadian society , equally capable and equally deserving of concern , respect , and consideration. """
3476786146,7/17/2023 17:03:44,6664079192,7/17/2023 17:03:30,False,cf_internal,1.0,47003953,US,South Carolina,Rock Hill,67.197.134.125,accept,,cf_internal,Los Angeles,US,7/5/2023 19:05:44,6660182486,207.151.52.241,California,7/5/2023 18:58:58,False,1.0,3473346281,46470857,"It was used by Swiss historian Jacob Burckhardt {=>,} and popularized by German art historians in the early twentieth century {=>,} to categorize the seemingly uncategorizable art of the Italian sixteenth century - art that was no longer perceived to exhibit the harmonious and rational approaches associated with the High Renaissance .",,,wiki_dev_292,,It was used by Swiss historian Jacob Burckhardt and popularized by German art historians in the early twentieth century to categorize the seemingly uncategorizable art of the Italian sixteenth century - art that was no longer perceived to exhibit the harmonious and rational approaches associated with the High Renaissance .,"- Commas were added to set off a nonrestrictive clause beginning with ""and.""","It was used by Swiss historian Jacob Burckhardt , and popularized by German art historians in the early twentieth century , to categorize the seemingly uncategorizable art of the Italian sixteenth century - art that was no longer perceived to exhibit the harmonious and rational approaches associated with the High Renaissance ."
3476786147,7/14/2023 12:24:33,6663504992,7/14/2023 12:24:18,False,cf_internal,1.0,46282460,US,North Carolina,Durham,45.37.101.164,accept,,cf_internal,Los Angeles,US,7/5/2023 02:09:14,6659919492,45.21.245.166,California,7/5/2023 01:52:43,False,1.0,3473347407,46470857,I suggest {to organize=>organizing the} next IAF in the summer .,,,fce_dev_465,,I suggest to organize next IAF in the summer .,"- ""to organize"" was changed to ""organizing"" because the gerund form is functioning as a noun. An article was added because ""IAF"" appears to be a countable noun.",I suggest organizing the next IAF in the summer .
3476786149,7/14/2023 12:03:52,6663500050,7/14/2023 12:03:33,False,cf_internal,1.0,46282460,US,North Carolina,Durham,45.37.101.164,accept,,cf_internal,Los Angeles,US,7/6/2023 21:43:42,6660580603,207.151.52.43,California,7/6/2023 21:42:38,False,1.0,3473344062,46470857,"To commemorate the 50th anniversary of the execution of Joe Hill , Philip S. Foner published a book , "" The Case of Joe {Hill=>Hill,} "" {,=>} about the trial and subsequent events , which concludes that the case was seriously miscarried .",,,wiki_test_661,,"To commemorate the 50th anniversary of the execution of Joe Hill , Philip S. Foner published a book , "" The Case of Joe Hill "" , about the trial and subsequent events , which concludes that the case was seriously miscarried .",- The order of the comma and quotation mark was reversed. Punctuation marks typically precede quotation marks in American English.,"To commemorate the 50th anniversary of the execution of Joe Hill , Philip S. Foner published a book , "" The Case of Joe Hill, "" about the trial and subsequent events , which concludes that the case was seriously miscarried ."
3476786150,7/14/2023 16:05:11,6663541599,7/14/2023 16:05:00,False,cf_internal,1.0,46282460,US,North Carolina,Durham,45.37.101.164,accept,,cf_internal,Los Angeles,US,7/5/2023 03:50:44,6659952032,45.21.245.166,California,7/5/2023 03:48:26,False,1.0,3473345829,46470857,"It will include two commentaries , six deleted scenes {=>,} and a {selecetion=>selection} of promotional material .",,,wiki_test_272,,"It will include two commentaries , six deleted scenes and a selecetion of promotional material .","- A serial comma was added after the penultimate item in a list. This is typically used to avoid ambiguity in a sentence.
- ""selecetion"" is a misspelling of ""selection.""","It will include two commentaries , six deleted scenes , and a selection of promotional material ."
3476786151,7/14/2023 16:05:23,6663541645,7/14/2023 16:05:11,False,cf_internal,1.0,46282460,US,North Carolina,Durham,45.37.101.164,reject,the_explanation_is_incorrect_confusing_or_slightly_off,cf_internal,Los Angeles,US,7/5/2023 00:21:03,6659888247,45.21.245.166,California,7/5/2023 00:08:53,False,1.0,3473347170,46470857,"According to Marvin Candle , The Swan was conducting {it 's=>its} initial experiments when the aforementioned "" incident "" {occured=>occurred} .",,,wiki_dev_344,,"According to Marvin Candle , The Swan was conducting it 's initial experiments when the aforementioned "" incident "" occured .","- ""it's"" is a misspelling of ""its.""
- ""occured"" is a misspelling of ""occurred.""","According to Marvin Candle , The Swan was conducting its initial experiments when the aforementioned "" incident "" occurred ."
3476786152,7/14/2023 15:52:36,6663540089,7/14/2023 15:52:00,False,cf_internal,1.0,46282460,US,North Carolina,Durham,45.37.101.164,reject,this_is_a_false_nonannotatable_item,cf_internal,Los Angeles,US,7/4/2023 01:27:11,6659537844,45.21.245.166,California,7/4/2023 01:23:53,False,1.0,3473346448,46470857,"Another thing was the {started=>show 's starting} time , {the show started forty five=>which was forty-five} minutes late .",,I'm not sure if these are within the scope of valid text edits.,fce_dev_384,not_annotatable,"Another thing was the started time , the show started forty five minutes late .",,"Another thing was the show 's starting time , which was forty-five minutes late ."
3476786153,7/14/2023 17:38:23,6663553929,7/14/2023 17:37:45,False,cf_internal,1.0,46282460,US,North Carolina,Durham,45.37.101.164,reject,the_explanation_is_incorrect_confusing_or_slightly_off,cf_internal,Los Angeles,US,7/8/2023 21:56:03,6661081081,45.21.245.166,California,7/8/2023 21:53:02,False,1.0,3473345430,46470857,I 'm looking forward to {hear=>hearing} from you .,,,fce_dev_537,,I 'm looking forward to hear from you .,"- ""hear"" was changed to ""hearing"" because the gerund is needed after ""to.""",I 'm looking forward to hearing from you .
3476786154,7/14/2023 16:46:41,6663546605,7/14/2023 16:39:48,False,cf_internal,1.0,46282460,US,North Carolina,Durham,45.37.101.164,reject,this_is_a_false_nonannotatable_item,cf_internal,Los Angeles,US,7/6/2023 21:33:57,6660579167,207.151.52.43,California,7/6/2023 21:33:04,False,1.0,3473345354,46470857,It was discovered in a Serbian manuscript {dated=>from} 1628 and was first published in 1934 by Radoslav Grujic .,,I'm not sure if this was a necessary edit.,wiki_test_878,not_annotatable,It was discovered in a Serbian manuscript dated 1628 and was first published in 1934 by Radoslav Grujic .,,It was discovered in a Serbian manuscript from 1628 and was first published in 1934 by Radoslav Grujic .
