_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,_answers_hidden,correctness,coverage,informativeness,overall,please_include_any_other_notes_here,skip,aligned,explanation_1,explanation_1_source,explanation_2,explanation_2_source,id
3478700589,7/27/2023 10:49:26,6667721456,7/27/2023 10:45:59,False,cf_internal,0.8865,47306603,PH,Metro Manila,San Juan,180.190.75.115,False,0.0,-1.0,0.0,-1.0,,,Most <mark>{student=>students}</mark> who were interviewed suggested <mark>{to have a=>filming the}</mark> speaking part of the lesson <mark>{to be on film=>}</mark> .,"- ""Student"" was changed to ""students"" to correct subject-verb agreement.
- ""To have"" was changed to ""filming"" to simplify the sentence structure.
- ""To be on film"" was removed as it is redundant with ""filming.""",llm,"- ""student"" was pluralized to match the number implied by ""were.""
- ""filming the"" was added to replace some phrasing to make the sentence more natural.",human,fce_dev_501
3478700589,7/27/2023 18:14:59,6667826626,7/27/2023 18:11:54,False,cf_internal,0.8644,47232494,US,Georgia,Toccoa,67.140.206.78,False,0.0,0.0,-1.0,-1.0,,,Most <mark>{student=>students}</mark> who were interviewed suggested <mark>{to have a=>filming the}</mark> speaking part of the lesson <mark>{to be on film=>}</mark> .,"- ""Student"" was changed to ""students"" to correct subject-verb agreement.
- ""To have"" was changed to ""filming"" to simplify the sentence structure.
- ""To be on film"" was removed as it is redundant with ""filming.""",llm,"- ""student"" was pluralized to match the number implied by ""were.""
- ""filming the"" was added to replace some phrasing to make the sentence more natural.",human,fce_dev_501
3478700590,8/6/2023 22:24:34,6671155784,8/6/2023 22:20:58,False,cf_internal,0.8728,47329474,US,New York,Brooklyn,74.71.141.13,False,1.0,1.0,0.0,1.0,,,"Personal <mark>{Collection.This=>Collection. This}</mark> is probably N1334U <mark>{=>,}</mark> taken at Orlando , Florida <mark>{=>,}</mark> in <mark>{april=>April}</mark> 1973 .","- Added a space between ""Personal"" and ""Collection"" for clarity and readability.
- Commas were added before and after the location and date to separate them from the rest of the sentence.
- ""April"" was capitalized to adhere to standard capitalization rules for months.",llm,"- A space was added where it was missing after the introductory title, ""Personal Collection.""
- A comma was added before ""taken"" to separate the first independent clause from the following clarifications about the subject of the sentence.
- A comma was added after ""Florida."" When listing full locations and dates, commas are required to separate pieces of information for clarity.
- The name of the month ""April"" was capitalized.",human,wiki_dev_238
3478700590,8/8/2023 17:05:46,6671799376,8/8/2023 17:05:33,False,cf_internal,0.8479,47230220,US,New York,Tonawanda,76.180.156.178,False,0.0,0.0,0.0,0.0,,,"Personal <mark>{Collection.This=>Collection. This}</mark> is probably N1334U <mark>{=>,}</mark> taken at Orlando , Florida <mark>{=>,}</mark> in <mark>{april=>April}</mark> 1973 .","- Added a space between ""Personal"" and ""Collection"" for clarity and readability.
- Commas were added before and after the location and date to separate them from the rest of the sentence.
- ""April"" was capitalized to adhere to standard capitalization rules for months.",llm,"- A space was added where it was missing after the introductory title, ""Personal Collection.""
- A comma was added before ""taken"" to separate the first independent clause from the following clarifications about the subject of the sentence.
- A comma was added after ""Florida."" When listing full locations and dates, commas are required to separate pieces of information for clarity.
- The name of the month ""April"" was capitalized.",human,wiki_dev_238
3478700590,8/9/2023 08:38:48,6672075266,8/9/2023 08:37:17,False,cf_internal,0.8273,47322386,RO,Cluj,Campia Turzii,95.76.86.83,False,1.0,1.0,1.0,1.0,,,"Personal <mark>{Collection.This=>Collection. This}</mark> is probably N1334U <mark>{=>,}</mark> taken at Orlando , Florida <mark>{=>,}</mark> in <mark>{april=>April}</mark> 1973 .","- Added a space between ""Personal"" and ""Collection"" for clarity and readability.
- Commas were added before and after the location and date to separate them from the rest of the sentence.
- ""April"" was capitalized to adhere to standard capitalization rules for months.",llm,"- A space was added where it was missing after the introductory title, ""Personal Collection.""
- A comma was added before ""taken"" to separate the first independent clause from the following clarifications about the subject of the sentence.
- A comma was added after ""Florida."" When listing full locations and dates, commas are required to separate pieces of information for clarity.
- The name of the month ""April"" was capitalized.",human,wiki_dev_238
3478700592,8/8/2023 19:23:45,6671819586,8/8/2023 19:23:00,False,cf_internal,0.8728,47329474,US,New York,Brooklyn,74.71.141.13,False,0.0,0.0,0.0,1.0,,,"While AMT penetrates to only several hundred <mark>{metres=>meters}</mark> , AMT measurements take only about one hour to perform and use smaller and lighter magnetic sensors .","- The word ""meters"" was spelled according to American English spelling guidelines.",human,"- ""metres"" was changed to ""meters"" to use the American English spelling.",llm,wiki_dev_788
3478700592,8/9/2023 10:53:12,6672112275,8/9/2023 10:48:39,False,cf_internal,0.8801,47306291,GB,England,London,91.209.212.52,False,0.0,0.0,0.0,0.0,,,"While AMT penetrates to only several hundred <mark>{metres=>meters}</mark> , AMT measurements take only about one hour to perform and use smaller and lighter magnetic sensors .","- The word ""meters"" was spelled according to American English spelling guidelines.",human,"- ""metres"" was changed to ""meters"" to use the American English spelling.",llm,wiki_dev_788
3478700592,8/9/2023 13:14:03,6672151551,8/9/2023 13:08:31,False,cf_internal,0.8479,47230220,US,New York,Tonawanda,76.180.156.178,False,0.0,0.0,0.0,0.0,,,"While AMT penetrates to only several hundred <mark>{metres=>meters}</mark> , AMT measurements take only about one hour to perform and use smaller and lighter magnetic sensors .","- The word ""meters"" was spelled according to American English spelling guidelines.",human,"- ""metres"" was changed to ""meters"" to use the American English spelling.",llm,wiki_dev_788
3478700593,8/3/2023 21:40:39,6670363523,8/3/2023 21:38:14,False,cf_internal,0.8535,47231636,US,North Carolina,Greensboro,24.199.203.198,False,-1.0,0.0,-1.0,-1.0,"Explanation 2 contains an unnecessary/incorrect determiner: ""place"" is a more likely the intended word.",,I am very happy to have won first <mark>{prize=>place}</mark> in your competition .,"- 'Place' is more commonly used when referring to winning in a competition, whereas 'prize' refers to the actual reward given.",llm,"- ""place"" is a more likely the intended word due to the lack of an article.",human,fce_dev_766
3478700593,8/4/2023 18:03:50,6670745018,8/4/2023 18:01:25,False,cf_internal,0.8456,47329418,US,Oregon,Portland,97.115.79.237,False,1.0,0.0,0.0,1.0,,,I am very happy to have won first <mark>{prize=>place}</mark> in your competition .,"- 'Place' is more commonly used when referring to winning in a competition, whereas 'prize' refers to the actual reward given.",llm,"- ""place"" is a more likely the intended word due to the lack of an article.",human,fce_dev_766
3478700593,8/4/2023 18:22:29,6670747767,8/4/2023 18:21:09,False,cf_internal,0.8479,47230220,US,New York,Tonawanda,76.180.156.178,False,0.0,0.0,-1.0,-1.0,,,I am very happy to have won first <mark>{prize=>place}</mark> in your competition .,"- 'Place' is more commonly used when referring to winning in a competition, whereas 'prize' refers to the actual reward given.",llm,"- ""place"" is a more likely the intended word due to the lack of an article.",human,fce_dev_766
3478700596,8/12/2023 19:28:02,6673234600,8/12/2023 19:27:11,False,cf_internal,0.8728,47329474,US,New York,Brooklyn,74.71.141.13,False,0.0,-1.0,0.0,-1.0,,,"The game was later released for PlayStation 2 on November 15 , 2001 , and a Sega Dreamcast port was planned <mark>{,=>}</mark> but cancelled as the machine 's popularity <mark>{waned=>diminished}</mark> .","- The comma is removed to avoid a comma splice.
- The word 'waned' is replaced with 'diminished' to improve fluency.",llm,"- The comma is removed after ""planned"" because the following phrase is not complete and dependent.",human,wiki_dev_842
3478700596,8/12/2023 19:38:50,6673235015,8/12/2023 19:37:01,False,cf_internal,0.863,47229650,US,Oklahoma,Tulsa,69.232.58.212,False,1.0,-1.0,0.0,1.0,,,"The game was later released for PlayStation 2 on November 15 , 2001 , and a Sega Dreamcast port was planned <mark>{,=>}</mark> but cancelled as the machine 's popularity <mark>{waned=>diminished}</mark> .","- The comma is removed to avoid a comma splice.
- The word 'waned' is replaced with 'diminished' to improve fluency.",llm,"- The comma is removed after ""planned"" because the following phrase is not complete and dependent.",human,wiki_dev_842
3478700596,8/12/2023 23:47:35,6673243015,8/12/2023 23:44:38,False,cf_internal,0.8535,47231636,US,North Carolina,Greensboro,24.199.203.198,False,0.0,-1.0,0.0,-1.0,,,"The game was later released for PlayStation 2 on November 15 , 2001 , and a Sega Dreamcast port was planned <mark>{,=>}</mark> but cancelled as the machine 's popularity <mark>{waned=>diminished}</mark> .","- The comma is removed to avoid a comma splice.
- The word 'waned' is replaced with 'diminished' to improve fluency.",llm,"- The comma is removed after ""planned"" because the following phrase is not complete and dependent.",human,wiki_dev_842
3478700597,8/18/2023 18:41:56,6675060287,8/18/2023 18:41:07,False,cf_internal,0.8728,47329474,US,New York,Brooklyn,74.71.141.13,False,-1.0,0.0,0.0,-1.0,,,I arrived <mark>{at=>in}</mark> Ireland on <mark>{2th=>}</mark> July <mark>{=>2nd}</mark> .,"- ""At"" is changed to ""in"" because we use ""in"" for countries.
- ""2th"" is incorrect and was corrected to ""2nd.""
- The order of the day and month was switched to conform to American English standards.",llm,"- Replaced ""at"" with ""in,"" which is the correct preposition after ""arrive""
- Replaced ""2th"" with ""2nd,"" which is the correct form.
- ""2nd"" was moved after the month, following the North American English convention.",human,fce_test_113
3478700597,8/19/2023 12:06:59,6675253941,8/19/2023 12:05:46,False,cf_internal,0.8535,47231636,US,North Carolina,Greensboro,24.199.203.198,False,-1.0,0.0,0.0,-1.0,,,I arrived <mark>{at=>in}</mark> Ireland on <mark>{2th=>}</mark> July <mark>{=>2nd}</mark> .,"- ""At"" is changed to ""in"" because we use ""in"" for countries.
- ""2th"" is incorrect and was corrected to ""2nd.""
- The order of the day and month was switched to conform to American English standards.",llm,"- Replaced ""at"" with ""in,"" which is the correct preposition after ""arrive""
- Replaced ""2th"" with ""2nd,"" which is the correct form.
- ""2nd"" was moved after the month, following the North American English convention.",human,fce_test_113
3478700600,8/18/2023 21:43:42,6675081206,8/18/2023 21:43:31,False,cf_internal,0.8728,47329474,US,New York,Brooklyn,74.71.141.13,False,0.0,0.0,-1.0,-1.0,,,I was disappointed when I found <mark>{=>out}</mark> the actor was n't Danny Brook !,"- The word ""out"" was inserted after ""found"" because found out is the phrasal verb we use to indicate that someone discovered a fact or piece of information.",human,"- The word ""out"" was added to make the sentence more clear and fluent.",llm,fce_test_268
3478700600,8/19/2023 19:58:54,6675326784,8/19/2023 19:58:11,False,cf_internal,0.863,47229650,US,Oklahoma,Tulsa,69.232.58.212,False,0.0,0.0,-1.0,-1.0,,,I was disappointed when I found <mark>{=>out}</mark> the actor was n't Danny Brook !,"- The word ""out"" was inserted after ""found"" because found out is the phrasal verb we use to indicate that someone discovered a fact or piece of information.",human,"- The word ""out"" was added to make the sentence more clear and fluent.",llm,fce_test_268
3478700601,7/19/2023 20:59:28,6665039872,7/19/2023 20:57:31,False,cf_internal,0.8479,47230220,US,New York,Tonawanda,76.180.156.178,False,0.0,0.0,1.0,1.0,,,I am <mark>{=>a}</mark> representative of our class <mark>{in=>writing to you at}</mark> your college <mark>{to write to you=>}</mark> .,"- Adding the indefinite article 'a' before 'representative' makes the sentence grammatically correct.
- Changing 'in your college to write to you' to 'writing to you at your college' makes the sentence clearer and more fluent.",llm,"- The indefinite article ""a"" was inserted because an article is typically used in ""I am"" + noun phrases.
- The phrase ""to write to you"" was removed, substituting the ""in"" with the phrase ""writing to you at."" for conciseness and fluency.",human,fce_test_43
3478700601,7/21/2023 00:12:37,6665499842,7/21/2023 00:11:54,False,cf_internal,0.8644,47232494,US,Georgia,Toccoa,67.140.206.78,False,0.0,0.0,1.0,1.0,,,I am <mark>{=>a}</mark> representative of our class <mark>{in=>writing to you at}</mark> your college <mark>{to write to you=>}</mark> .,"- Adding the indefinite article 'a' before 'representative' makes the sentence grammatically correct.
- Changing 'in your college to write to you' to 'writing to you at your college' makes the sentence clearer and more fluent.",llm,"- The indefinite article ""a"" was inserted because an article is typically used in ""I am"" + noun phrases.
- The phrase ""to write to you"" was removed, substituting the ""in"" with the phrase ""writing to you at."" for conciseness and fluency.",human,fce_test_43
3478700603,8/5/2023 21:49:31,6671102299,8/5/2023 21:45:58,False,cf_internal,0.8728,47329474,US,New York,Brooklyn,74.71.141.13,False,-1.0,0.0,1.0,-1.0,"Explanation 1: grammar error (""mistaken with"")",,"Even though he was not one of the original "" <mark>{once hermano=>Once Hermanos}</mark> "" or "" <mark>{eleventh brother=>Eleven Brothers ,}</mark> "" Horacio Casarìn <mark>{,=>}</mark> was <mark>{one=>once}</mark> a <mark>{formatable=>formidable}</mark> player in the Mexican league national ranks , <mark>{Casarin=>Casarin's}</mark> great ability and qualities as a striker , propelled him to succeed and excel on the field , his success even took him to the big screen in Mexican Cinema .","- Capitalized proper nouns.
- An unnecessary comma was removed.
- ""once"" was mistaken with ""one.""
- ""formatable"" should be spelled ""formidable.""
- ""Casarin"" needed to be possessive.",human,"- ""Once hermano"" and ""eleventh brother"" were capitalized to match the correct names.
- ""Formatable"" was a misspelling and was corrected to ""formidable.""
- A missing word ""once"" was inserted to complete the phrase ""was once a formidable player.""
- The possessive form ""Casarin's"" was used to show ownership of ""great ability and qualities as a striker.""",llm,wiki_test_614
3478700603,8/6/2023 09:58:12,6671129754,8/6/2023 09:56:44,False,cf_internal,0.8865,47306603,PH,Metro Manila,San Juan,180.190.75.115,False,-1.0,-1.0,0.0,-1.0,,,"Even though he was not one of the original "" <mark>{once hermano=>Once Hermanos}</mark> "" or "" <mark>{eleventh brother=>Eleven Brothers ,}</mark> "" Horacio Casarìn <mark>{,=>}</mark> was <mark>{one=>once}</mark> a <mark>{formatable=>formidable}</mark> player in the Mexican league national ranks , <mark>{Casarin=>Casarin's}</mark> great ability and qualities as a striker , propelled him to succeed and excel on the field , his success even took him to the big screen in Mexican Cinema .","- Capitalized proper nouns.
- An unnecessary comma was removed.
- ""once"" was mistaken with ""one.""
- ""formatable"" should be spelled ""formidable.""
- ""Casarin"" needed to be possessive.",human,"- ""Once hermano"" and ""eleventh brother"" were capitalized to match the correct names.
- ""Formatable"" was a misspelling and was corrected to ""formidable.""
- A missing word ""once"" was inserted to complete the phrase ""was once a formidable player.""
- The possessive form ""Casarin's"" was used to show ownership of ""great ability and qualities as a striker.""",llm,wiki_test_614
