id,errant_original_string,errant_revised_string,errant_error_type,algorithm_n_revisions,original,revised,algorithm_aligned
wiki_dev_771,,",",M:PUNCT,2,"It contained hit single "" Uzi ( Pinky Ring ) "" and guest appearances by artists such as Public Enemy 's Flavor Flav ( cousin of THE RZA ) .","It contained hit single , "" Uzi ( Pinky Ring ) "" , and guest appearances by artists such as Public Enemy 's Flavor Flav ( cousin of THE RZA ) .","It contained hit single {=>,} "" Uzi ( Pinky Ring ) "" {=>,} and guest appearances by artists such as Public Enemy 's Flavor Flav ( cousin of THE RZA ) ."
fce_dev_501,student,students,R:NOUN:NUM,3,Most student who were interviewed suggested to have a speaking part of the lesson to be on film .,Most students who were interviewed suggested filming the speaking part of the lesson .,Most {student=>students} who were interviewed suggested {to have a=>filming the} speaking part of the lesson {to be on film=>} .
fce_dev_501,to,filming,R:VERB,3,Most student who were interviewed suggested to have a speaking part of the lesson to be on film .,Most students who were interviewed suggested filming the speaking part of the lesson .,Most {student=>students} who were interviewed suggested {to have a=>filming the} speaking part of the lesson {to be on film=>} .
fce_dev_501,have,the,R:OTHER,3,Most student who were interviewed suggested to have a speaking part of the lesson to be on film .,Most students who were interviewed suggested filming the speaking part of the lesson .,Most {student=>students} who were interviewed suggested {to have a=>filming the} speaking part of the lesson {to be on film=>} .
fce_dev_501,a,,U:DET,3,Most student who were interviewed suggested to have a speaking part of the lesson to be on film .,Most students who were interviewed suggested filming the speaking part of the lesson .,Most {student=>students} who were interviewed suggested {to have a=>filming the} speaking part of the lesson {to be on film=>} .
fce_dev_501,to be on film,,U:OTHER,3,Most student who were interviewed suggested to have a speaking part of the lesson to be on film .,Most students who were interviewed suggested filming the speaking part of the lesson .,Most {student=>students} who were interviewed suggested {to have a=>filming the} speaking part of the lesson {to be on film=>} .
wiki_dev_238,Collection.This,Collection. This,R:ORTH,4,"Personal Collection.This is probably N1334U taken at Orlando , Florida in april 1973 .","Personal Collection. This is probably N1334U , taken at Orlando , Florida , in April 1973 .","Personal {Collection.This=>Collection. This} is probably N1334U {=>,} taken at Orlando , Florida {=>,} in {april=>April} 1973 ."
wiki_dev_238,,",",M:PUNCT,4,"Personal Collection.This is probably N1334U taken at Orlando , Florida in april 1973 .","Personal Collection. This is probably N1334U , taken at Orlando , Florida , in April 1973 .","Personal {Collection.This=>Collection. This} is probably N1334U {=>,} taken at Orlando , Florida {=>,} in {april=>April} 1973 ."
wiki_dev_238,,",",M:PUNCT,4,"Personal Collection.This is probably N1334U taken at Orlando , Florida in april 1973 .","Personal Collection. This is probably N1334U , taken at Orlando , Florida , in April 1973 .","Personal {Collection.This=>Collection. This} is probably N1334U {=>,} taken at Orlando , Florida {=>,} in {april=>April} 1973 ."
wiki_dev_238,april,April,R:ORTH,4,"Personal Collection.This is probably N1334U taken at Orlando , Florida in april 1973 .","Personal Collection. This is probably N1334U , taken at Orlando , Florida , in April 1973 .","Personal {Collection.This=>Collection. This} is probably N1334U {=>,} taken at Orlando , Florida {=>,} in {april=>April} 1973 ."
wiki_dev_788,metres,meters,R:MORPH,1,"While AMT penetrates to only several hundred metres , AMT measurements take only about one hour to perform and use smaller and lighter magnetic sensors .","While AMT penetrates to only several hundred meters , AMT measurements take only about one hour to perform and use smaller and lighter magnetic sensors .","While AMT penetrates to only several hundred {metres=>meters} , AMT measurements take only about one hour to perform and use smaller and lighter magnetic sensors ."
fce_dev_766,prize,place,R:NOUN,1,I am very happy to have won first prize in your competition .,I am very happy to have won first place in your competition .,I am very happy to have won first {prize=>place} in your competition .
wiki_dev_842,",",,U:PUNCT,2,"The game was later released for PlayStation 2 on November 15 , 2001 , and a Sega Dreamcast port was planned , but cancelled as the machine 's popularity waned .","The game was later released for PlayStation 2 on November 15 , 2001 , and a Sega Dreamcast port was planned but cancelled as the machine 's popularity diminished .","The game was later released for PlayStation 2 on November 15 , 2001 , and a Sega Dreamcast port was planned {,=>} but cancelled as the machine 's popularity {waned=>diminished} ."
wiki_dev_842,waned,diminished,R:VERB,2,"The game was later released for PlayStation 2 on November 15 , 2001 , and a Sega Dreamcast port was planned , but cancelled as the machine 's popularity waned .","The game was later released for PlayStation 2 on November 15 , 2001 , and a Sega Dreamcast port was planned but cancelled as the machine 's popularity diminished .","The game was later released for PlayStation 2 on November 15 , 2001 , and a Sega Dreamcast port was planned {,=>} but cancelled as the machine 's popularity {waned=>diminished} ."
fce_test_113,at,in,R:PREP,3,I arrived at Ireland on 2th July .,I arrived in Ireland on July 2nd .,I arrived {at=>in} Ireland on {2th=>} July {=>2nd} .
fce_test_113,2th,,U:ADJ,3,I arrived at Ireland on 2th July .,I arrived in Ireland on July 2nd .,I arrived {at=>in} Ireland on {2th=>} July {=>2nd} .
fce_test_113,,2nd,M:NOUN,3,I arrived at Ireland on 2th July .,I arrived in Ireland on July 2nd .,I arrived {at=>in} Ireland on {2th=>} July {=>2nd} .
fce_test_268,,out,M:PART,1,I was disappointed when I found the actor was n't Danny Brook !,I was disappointed when I found out the actor was n't Danny Brook !,I was disappointed when I found {=>out} the actor was n't Danny Brook !
fce_test_43,,a,M:DET,3,I am representative of our class in your college to write to you .,I am a representative of our class writing to you at your college .,I am {=>a} representative of our class {in=>writing to you at} your college {to write to you=>} .
fce_test_43,in your college,,U:OTHER,3,I am representative of our class in your college to write to you .,I am a representative of our class writing to you at your college .,I am {=>a} representative of our class {in=>writing to you at} your college {to write to you=>} .
fce_test_43,to write,writing,R:VERB:FORM,3,I am representative of our class in your college to write to you .,I am a representative of our class writing to you at your college .,I am {=>a} representative of our class {in=>writing to you at} your college {to write to you=>} .
fce_test_43,,at your college,M:OTHER,3,I am representative of our class in your college to write to you .,I am a representative of our class writing to you at your college .,I am {=>a} representative of our class {in=>writing to you at} your college {to write to you=>} .
wiki_test_614,once,Once,R:ORTH,6,"Even though he was not one of the original "" once hermano "" or "" eleventh brother "" Horacio Casarìn , was one a formatable player in the Mexican league national ranks , Casarin great ability and qualities as a striker , propelled him to succeed and excel on the field , his success even took him to the big screen in Mexican Cinema .","Even though he was not one of the original "" Once Hermanos "" or "" Eleven Brothers , "" Horacio Casarìn was once a formidable player in the Mexican league national ranks , Casarin's great ability and qualities as a striker , propelled him to succeed and excel on the field , his success even took him to the big screen in Mexican Cinema .","Even though he was not one of the original "" {once hermano=>Once Hermanos} "" or "" {eleventh brother=>Eleven Brothers ,} "" Horacio Casarìn {,=>} was {one=>once} a {formatable=>formidable} player in the Mexican league national ranks , {Casarin=>Casarin's} great ability and qualities as a striker , propelled him to succeed and excel on the field , his success even took him to the big screen in Mexican Cinema ."
wiki_test_614,hermano,Hermanos,R:SPELL,6,"Even though he was not one of the original "" once hermano "" or "" eleventh brother "" Horacio Casarìn , was one a formatable player in the Mexican league national ranks , Casarin great ability and qualities as a striker , propelled him to succeed and excel on the field , his success even took him to the big screen in Mexican Cinema .","Even though he was not one of the original "" Once Hermanos "" or "" Eleven Brothers , "" Horacio Casarìn was once a formidable player in the Mexican league national ranks , Casarin's great ability and qualities as a striker , propelled him to succeed and excel on the field , his success even took him to the big screen in Mexican Cinema .","Even though he was not one of the original "" {once hermano=>Once Hermanos} "" or "" {eleventh brother=>Eleven Brothers ,} "" Horacio Casarìn {,=>} was {one=>once} a {formatable=>formidable} player in the Mexican league national ranks , {Casarin=>Casarin's} great ability and qualities as a striker , propelled him to succeed and excel on the field , his success even took him to the big screen in Mexican Cinema ."
wiki_test_614,eleventh,Eleven,R:OTHER,6,"Even though he was not one of the original "" once hermano "" or "" eleventh brother "" Horacio Casarìn , was one a formatable player in the Mexican league national ranks , Casarin great ability and qualities as a striker , propelled him to succeed and excel on the field , his success even took him to the big screen in Mexican Cinema .","Even though he was not one of the original "" Once Hermanos "" or "" Eleven Brothers , "" Horacio Casarìn was once a formidable player in the Mexican league national ranks , Casarin's great ability and qualities as a striker , propelled him to succeed and excel on the field , his success even took him to the big screen in Mexican Cinema .","Even though he was not one of the original "" {once hermano=>Once Hermanos} "" or "" {eleventh brother=>Eleven Brothers ,} "" Horacio Casarìn {,=>} was {one=>once} a {formatable=>formidable} player in the Mexican league national ranks , {Casarin=>Casarin's} great ability and qualities as a striker , propelled him to succeed and excel on the field , his success even took him to the big screen in Mexican Cinema ."
wiki_test_614,brother,Brothers,R:MORPH,6,"Even though he was not one of the original "" once hermano "" or "" eleventh brother "" Horacio Casarìn , was one a formatable player in the Mexican league national ranks , Casarin great ability and qualities as a striker , propelled him to succeed and excel on the field , his success even took him to the big screen in Mexican Cinema .","Even though he was not one of the original "" Once Hermanos "" or "" Eleven Brothers , "" Horacio Casarìn was once a formidable player in the Mexican league national ranks , Casarin's great ability and qualities as a striker , propelled him to succeed and excel on the field , his success even took him to the big screen in Mexican Cinema .","Even though he was not one of the original "" {once hermano=>Once Hermanos} "" or "" {eleventh brother=>Eleven Brothers ,} "" Horacio Casarìn {,=>} was {one=>once} a {formatable=>formidable} player in the Mexican league national ranks , {Casarin=>Casarin's} great ability and qualities as a striker , propelled him to succeed and excel on the field , his success even took him to the big screen in Mexican Cinema ."
wiki_test_614,,",",M:PUNCT,6,"Even though he was not one of the original "" once hermano "" or "" eleventh brother "" Horacio Casarìn , was one a formatable player in the Mexican league national ranks , Casarin great ability and qualities as a striker , propelled him to succeed and excel on the field , his success even took him to the big screen in Mexican Cinema .","Even though he was not one of the original "" Once Hermanos "" or "" Eleven Brothers , "" Horacio Casarìn was once a formidable player in the Mexican league national ranks , Casarin's great ability and qualities as a striker , propelled him to succeed and excel on the field , his success even took him to the big screen in Mexican Cinema .","Even though he was not one of the original "" {once hermano=>Once Hermanos} "" or "" {eleventh brother=>Eleven Brothers ,} "" Horacio Casarìn {,=>} was {one=>once} a {formatable=>formidable} player in the Mexican league national ranks , {Casarin=>Casarin's} great ability and qualities as a striker , propelled him to succeed and excel on the field , his success even took him to the big screen in Mexican Cinema ."
wiki_test_614,",",,U:PUNCT,6,"Even though he was not one of the original "" once hermano "" or "" eleventh brother "" Horacio Casarìn , was one a formatable player in the Mexican league national ranks , Casarin great ability and qualities as a striker , propelled him to succeed and excel on the field , his success even took him to the big screen in Mexican Cinema .","Even though he was not one of the original "" Once Hermanos "" or "" Eleven Brothers , "" Horacio Casarìn was once a formidable player in the Mexican league national ranks , Casarin's great ability and qualities as a striker , propelled him to succeed and excel on the field , his success even took him to the big screen in Mexican Cinema .","Even though he was not one of the original "" {once hermano=>Once Hermanos} "" or "" {eleventh brother=>Eleven Brothers ,} "" Horacio Casarìn {,=>} was {one=>once} a {formatable=>formidable} player in the Mexican league national ranks , {Casarin=>Casarin's} great ability and qualities as a striker , propelled him to succeed and excel on the field , his success even took him to the big screen in Mexican Cinema ."
wiki_test_614,one,once,R:SPELL,6,"Even though he was not one of the original "" once hermano "" or "" eleventh brother "" Horacio Casarìn , was one a formatable player in the Mexican league national ranks , Casarin great ability and qualities as a striker , propelled him to succeed and excel on the field , his success even took him to the big screen in Mexican Cinema .","Even though he was not one of the original "" Once Hermanos "" or "" Eleven Brothers , "" Horacio Casarìn was once a formidable player in the Mexican league national ranks , Casarin's great ability and qualities as a striker , propelled him to succeed and excel on the field , his success even took him to the big screen in Mexican Cinema .","Even though he was not one of the original "" {once hermano=>Once Hermanos} "" or "" {eleventh brother=>Eleven Brothers ,} "" Horacio Casarìn {,=>} was {one=>once} a {formatable=>formidable} player in the Mexican league national ranks , {Casarin=>Casarin's} great ability and qualities as a striker , propelled him to succeed and excel on the field , his success even took him to the big screen in Mexican Cinema ."
wiki_test_614,formatable,formidable,R:SPELL,6,"Even though he was not one of the original "" once hermano "" or "" eleventh brother "" Horacio Casarìn , was one a formatable player in the Mexican league national ranks , Casarin great ability and qualities as a striker , propelled him to succeed and excel on the field , his success even took him to the big screen in Mexican Cinema .","Even though he was not one of the original "" Once Hermanos "" or "" Eleven Brothers , "" Horacio Casarìn was once a formidable player in the Mexican league national ranks , Casarin's great ability and qualities as a striker , propelled him to succeed and excel on the field , his success even took him to the big screen in Mexican Cinema .","Even though he was not one of the original "" {once hermano=>Once Hermanos} "" or "" {eleventh brother=>Eleven Brothers ,} "" Horacio Casarìn {,=>} was {one=>once} a {formatable=>formidable} player in the Mexican league national ranks , {Casarin=>Casarin's} great ability and qualities as a striker , propelled him to succeed and excel on the field , his success even took him to the big screen in Mexican Cinema ."
wiki_test_614,Casarin,Casarin's,R:SPELL,6,"Even though he was not one of the original "" once hermano "" or "" eleventh brother "" Horacio Casarìn , was one a formatable player in the Mexican league national ranks , Casarin great ability and qualities as a striker , propelled him to succeed and excel on the field , his success even took him to the big screen in Mexican Cinema .","Even though he was not one of the original "" Once Hermanos "" or "" Eleven Brothers , "" Horacio Casarìn was once a formidable player in the Mexican league national ranks , Casarin's great ability and qualities as a striker , propelled him to succeed and excel on the field , his success even took him to the big screen in Mexican Cinema .","Even though he was not one of the original "" {once hermano=>Once Hermanos} "" or "" {eleventh brother=>Eleven Brothers ,} "" Horacio Casarìn {,=>} was {one=>once} a {formatable=>formidable} player in the Mexican league national ranks , {Casarin=>Casarin's} great ability and qualities as a striker , propelled him to succeed and excel on the field , his success even took him to the big screen in Mexican Cinema ."
wiki_test_329,ritual school,Ritual School,R:ORTH,2,"The "" Myth and ritual school "" is the name given to a series of authors that have focused their philological studies on the "" ritual purposes of myths .","The "" Myth and Ritual School "" is the name given to a series of authors that have focused their philological studies on the "" ritual purposes of myths. ""","The "" Myth and {ritual school=>Ritual School} "" is the name given to a series of authors that have focused their philological studies on the "" ritual purposes of {myths .=>myths. ""}"
wiki_test_329,myths,myths.,R:NOUN,2,"The "" Myth and ritual school "" is the name given to a series of authors that have focused their philological studies on the "" ritual purposes of myths .","The "" Myth and Ritual School "" is the name given to a series of authors that have focused their philological studies on the "" ritual purposes of myths. ""","The "" Myth and {ritual school=>Ritual School} "" is the name given to a series of authors that have focused their philological studies on the "" ritual purposes of {myths .=>myths. ""}"
wiki_test_329,.,"""",R:PUNCT,2,"The "" Myth and ritual school "" is the name given to a series of authors that have focused their philological studies on the "" ritual purposes of myths .","The "" Myth and Ritual School "" is the name given to a series of authors that have focused their philological studies on the "" ritual purposes of myths. ""","The "" Myth and {ritual school=>Ritual School} "" is the name given to a series of authors that have focused their philological studies on the "" ritual purposes of {myths .=>myths. ""}"
wiki_test_460,,",",M:PUNCT,6,"While Euclidean geometry , the Standard Model and general relativity are all compatible with any number of spatial dimensions and any specification as to which of these if any are compactified ( see string theory ) , and while all bar Euclidean geometry ( which does not distinguish space from time ) insist on exactly one temporal dimension , proposed alternatives , none of which are yet part of scientific consensus , differ significantly in their predictions or lack thereof as to these details of space-time .","While Euclidean geometry , the Standard Model and general relativity are all compatible with any number of spatial dimensions and any specification as to which of these , if any , are compactified ( see string theory ) ; and while all but Euclidean geometry ( which does not distinguish space from time ) insist on exactly one temporal dimension , proposed alternatives , none of which are yet part of scientific consensus , differ significantly in their predictions , or lack thereof , as to these details of space-time .","While Euclidean geometry , the Standard Model and general relativity are all compatible with any number of spatial dimensions and any specification as to which of these {=>,} if any {=>,} are compactified ( see string theory ) {,=>;} and while all {bar=>but} Euclidean geometry ( which does not distinguish space from time ) insist on exactly one temporal dimension , proposed alternatives , none of which are yet part of scientific consensus , differ significantly in their predictions {=>,} or lack thereof {=>,} as to these details of space-time ."
wiki_test_460,,",",M:PUNCT,6,"While Euclidean geometry , the Standard Model and general relativity are all compatible with any number of spatial dimensions and any specification as to which of these if any are compactified ( see string theory ) , and while all bar Euclidean geometry ( which does not distinguish space from time ) insist on exactly one temporal dimension , proposed alternatives , none of which are yet part of scientific consensus , differ significantly in their predictions or lack thereof as to these details of space-time .","While Euclidean geometry , the Standard Model and general relativity are all compatible with any number of spatial dimensions and any specification as to which of these , if any , are compactified ( see string theory ) ; and while all but Euclidean geometry ( which does not distinguish space from time ) insist on exactly one temporal dimension , proposed alternatives , none of which are yet part of scientific consensus , differ significantly in their predictions , or lack thereof , as to these details of space-time .","While Euclidean geometry , the Standard Model and general relativity are all compatible with any number of spatial dimensions and any specification as to which of these {=>,} if any {=>,} are compactified ( see string theory ) {,=>;} and while all {bar=>but} Euclidean geometry ( which does not distinguish space from time ) insist on exactly one temporal dimension , proposed alternatives , none of which are yet part of scientific consensus , differ significantly in their predictions {=>,} or lack thereof {=>,} as to these details of space-time ."
wiki_test_460,",",;,R:PUNCT,6,"While Euclidean geometry , the Standard Model and general relativity are all compatible with any number of spatial dimensions and any specification as to which of these if any are compactified ( see string theory ) , and while all bar Euclidean geometry ( which does not distinguish space from time ) insist on exactly one temporal dimension , proposed alternatives , none of which are yet part of scientific consensus , differ significantly in their predictions or lack thereof as to these details of space-time .","While Euclidean geometry , the Standard Model and general relativity are all compatible with any number of spatial dimensions and any specification as to which of these , if any , are compactified ( see string theory ) ; and while all but Euclidean geometry ( which does not distinguish space from time ) insist on exactly one temporal dimension , proposed alternatives , none of which are yet part of scientific consensus , differ significantly in their predictions , or lack thereof , as to these details of space-time .","While Euclidean geometry , the Standard Model and general relativity are all compatible with any number of spatial dimensions and any specification as to which of these {=>,} if any {=>,} are compactified ( see string theory ) {,=>;} and while all {bar=>but} Euclidean geometry ( which does not distinguish space from time ) insist on exactly one temporal dimension , proposed alternatives , none of which are yet part of scientific consensus , differ significantly in their predictions {=>,} or lack thereof {=>,} as to these details of space-time ."
